shift_date,role,available_minutes,headcount
2025-05-08,fishmonger,510.0,1
2025-05-08,counter,510.0,1
2025-05-08,mid_wrapper_counter,510.0,1
2025-05-08,closing,1020.0,2
2025-05-09,cutter,1020.0,2
2025-05-09,wrapper,510.0,1
2025-05-09,fishmonger,510.0,1
2025-05-09,counter,510.0,1
2025-05-09,mid_wrapper_counter,510.0,1
2025-05-09,closing,1020.0,2
2025-05-10,cutter,1020.0,2
2025-05-10,wrapper,510.0,1
2025-05-10,fishmonger,510.0,1
2025-05-10,counter,510.0,1
2025-05-10,mid_wrapper_counter,1020.0,2
2025-05-10,closing,1530.0,3
2025-05-11,cutter,1020.0,2
2025-05-11,wrapper,510.0,1
2025-05-11,fishmonger,510.0,1
2025-05-11,counter,510.0,1
2025-05-11,mid_wrapper_counter,1020.0,2
2025-05-11,closing,1530.0,3
2025-05-12,cutter,1020.0,2
2025-05-12,wrapper,510.0,1
2025-05-12,fishmonger,510.0,1
2025-05-12,counter,510.0,1
2025-05-12,mid_wrapper_counter,510.0,1
2025-05-12,closing,1020.0,2
2025-05-13,cutter,1020.0,2
2025-05-13,wrapper,510.0,1
2025-05-13,fishmonger,510.0,1
2025-05-13,counter,510.0,1
2025-05-13,mid_wrapper_counter,510.0,1
2025-05-13,closing,1020.0,2
2025-05-14,cutter,1020.0,2
2025-05-14,wrapper,510.0,1
2025-05-14,fishmonger,510.0,1
2025-05-14,counter,510.0,1
2025-05-14,mid_wrapper_counter,510.0,1
2025-05-14,closing,1020.0,2
2025-05-15,cutter,1020.0,2
2025-05-15,wrapper,510.0,1
2025-05-15,fishmonger,510.0,1
2025-05-15,counter,510.0,1
2025-05-15,mid_wrapper_counter,510.0,1
2025-05-15,closing,1020.0,2
2025-05-16,cutter,1020.0,2
2025-05-16,wrapper,510.0,1
2025-05-16,fishmonger,510.0,1
2025-05-16,counter,510.0,1
2025-05-16,mid_wrapper_counter,510.0,1
2025-05-16,closing,1020.0,2
2025-05-17,cutter,1020.0,2
2025-05-17,wrapper,510.0,1
2025-05-17,fishmonger,510.0,1
2025-05-17,counter,510.0,1
2025-05-17,mid_wrapper_counter,1020.0,2
2025-05-17,closing,1530.0,3
2025-05-18,cutter,1020.0,2
2025-05-18,wrapper,510.0,1
2025-05-18,fishmonger,510.0,1
2025-05-18,counter,510.0,1
2025-05-18,mid_wrapper_counter,1020.0,2
2025-05-18,closing,1530.0,3
2025-05-20,cutter,1020.0,2
2025-05-20,wrapper,510.0,1
2025-05-20,fishmonger,510.0,1
2025-05-20,counter,510.0,1
2025-05-20,mid_wrapper_counter,510.0,1
2025-05-20,closing,1020.0,2
2025-05-21,cutter,1020.0,2
2025-05-21,wrapper,510.0,1
2025-05-21,fishmonger,510.0,1
2025-05-21,counter,510.0,1
2025-05-21,mid_wrapper_counter,510.0,1
2025-05-21,closing,1020.0,2
2025-05-22,cutter,1020.0,2
2025-05-22,wrapper,510.0,1
2025-05-22,fishmonger,510.0,1
2025-05-22,counter,510.0,1
2025-05-22,mid_wrapper_counter,510.0,1
2025-05-22,closing,1020.0,2
2025-05-23,cutter,1020.0,2
2025-05-23,wrapper,510.0,1
2025-05-23,fishmonger,510.0,1
2025-05-23,counter,510.0,1
2025-05-23,mid_wrapper_counter,510.0,1
2025-05-23,closing,1020.0,2
2025-05-24,cutter,1020.0,2
2025-05-24,wrapper,510.0,1
2025-05-24,fishmonger,510.0,1
2025-05-24,counter,510.0,1
2025-05-24,mid_wrapper_counter,1020.0,2
2025-05-24,closing,1530.0,3
2025-05-25,cutter,1020.0,2
2025-05-25,wrapper,510.0,1
2025-05-25,fishmonger,510.0,1
2025-05-25,counter,510.0,1
2025-05-25,mid_wrapper_counter,1020.0,2
2025-05-25,closing,1530.0,3
2025-05-26,cutter,1020.0,2
2025-05-26,wrapper,510.0,1
2025-05-26,fishmonger,510.0,1
2025-05-26,counter,510.0,1
2025-05-26,mid_wrapper_counter,510.0,1
2025-05-26,closing,1020.0,2
2025-05-27,cutter,1020.0,2
2025-05-27,wrapper,510.0,1
2025-05-27,fishmonger,510.0,1
2025-05-27,counter,510.0,1
2025-05-27,mid_wrapper_counter,510.0,1
2025-05-27,closing,1020.0,2
2025-05-28,cutter,1020.0,2
2025-05-28,wrapper,510.0,1
2025-05-28,fishmonger,510.0,1
2025-05-28,counter,510.0,1
2025-05-28,mid_wrapper_counter,510.0,1
2025-05-28,closing,1020.0,2
2025-05-29,cutter,1020.0,2
2025-05-29,wrapper,510.0,1
2025-05-29,fishmonger,510.0,1
2025-05-29,counter,510.0,1
2025-05-29,mid_wrapper_counter,510.0,1
2025-05-29,closing,1020.0,2
2025-05-30,cutter,1020.0,2
2025-05-30,wrapper,510.0,1
2025-05-30,fishmonger,510.0,1
2025-05-30,counter,510.0,1
2025-05-30,mid_wrapper_counter,510.0,1
2025-05-30,closing,1020.0,2
2025-05-31,cutter,1020.0,2
2025-05-31,wrapper,510.0,1
2025-05-31,fishmonger,510.0,1
2025-05-31,counter,510.0,1
2025-05-31,mid_wrapper_counter,1020.0,2
2025-05-31,closing,1530.0,3
2025-06-01,cutter,1020.0,2
2025-06-01,wrapper,510.0,1
2025-06-01,fishmonger,510.0,1
2025-06-01,counter,510.0,1
2025-06-01,mid_wrapper_counter,1020.0,2
2025-06-01,closing,1530.0,3
2025-06-02,cutter,1020.0,2
2025-06-02,wrapper,510.0,1
2025-06-02,fishmonger,510.0,1
2025-06-02,counter,510.0,1
2025-06-02,mid_wrapper_counter,510.0,1
2025-06-02,closing,1020.0,2
2025-06-03,cutter,1020.0,2
2025-06-03,wrapper,510.0,1
2025-06-03,fishmonger,510.0,1
2025-06-03,counter,510.0,1
2025-06-03,mid_wrapper_counter,510.0,1
2025-06-03,closing,1020.0,2
2025-06-04,cutter,1020.0,2
2025-06-04,wrapper,510.0,1
2025-06-04,fishmonger,510.0,1
2025-06-04,counter,510.0,1
2025-06-04,mid_wrapper_counter,510.0,1
2025-06-04,closing,1020.0,2
2025-06-05,cutter,1020.0,2
2025-06-05,wrapper,510.0,1
2025-06-05,fishmonger,510.0,1
2025-06-05,counter,510.0,1
2025-06-05,mid_wrapper_counter,510.0,1
2025-06-05,closing,1020.0,2
2025-06-06,cutter,1020.0,2
2025-06-06,wrapper,510.0,1
2025-06-06,fishmonger,510.0,1
2025-06-06,counter,510.0,1
2025-06-06,mid_wrapper_counter,510.0,1
2025-06-06,closing,1020.0,2
2025-06-07,cutter,1020.0,2
2025-06-07,wrapper,510.0,1
2025-06-07,fishmonger,510.0,1
2025-06-07,counter,510.0,1
2025-06-07,mid_wrapper_counter,1020.0,2
2025-06-07,closing,1530.0,3
2025-06-08,cutter,1020.0,2
2025-06-08,wrapper,510.0,1
2025-06-08,fishmonger,510.0,1
2025-06-08,counter,510.0,1
2025-06-08,mid_wrapper_counter,1020.0,2
2025-06-08,closing,1530.0,3
2025-06-09,cutter,1020.0,2
2025-06-09,wrapper,510.0,1
2025-06-09,fishmonger,510.0,1
2025-06-09,counter,510.0,1
2025-06-09,mid_wrapper_counter,510.0,1
2025-06-09,closing,1020.0,2
2025-06-10,cutter,1020.0,2
2025-06-10,wrapper,510.0,1
2025-06-10,fishmonger,510.0,1
2025-06-10,counter,510.0,1
2025-06-10,mid_wrapper_counter,510.0,1
2025-06-10,closing,1020.0,2
2025-06-11,cutter,1020.0,2
2025-06-11,wrapper,510.0,1
2025-06-11,fishmonger,510.0,1
2025-06-11,counter,510.0,1
2025-06-11,mid_wrapper_counter,510.0,1
2025-06-11,closing,1020.0,2
2025-06-12,cutter,1020.0,2
2025-06-12,wrapper,510.0,1
2025-06-12,fishmonger,510.0,1
2025-06-12,counter,510.0,1
2025-06-12,mid_wrapper_counter,510.0,1
2025-06-12,closing,1020.0,2
2025-06-13,cutter,1020.0,2
2025-06-13,wrapper,510.0,1
2025-06-13,fishmonger,510.0,1
2025-06-13,counter,510.0,1
2025-06-13,mid_wrapper_counter,510.0,1
2025-06-13,closing,1020.0,2
2025-06-14,cutter,1020.0,2
2025-06-14,wrapper,510.0,1
2025-06-14,fishmonger,510.0,1
2025-06-14,counter,510.0,1
2025-06-14,mid_wrapper_counter,1020.0,2
2025-06-14,closing,1530.0,3
2025-06-15,cutter,1020.0,2
2025-06-15,wrapper,510.0,1
2025-06-15,fishmonger,510.0,1
2025-06-15,counter,510.0,1
2025-06-15,mid_wrapper_counter,1020.0,2
2025-06-15,closing,1530.0,3
2025-06-16,cutter,1020.0,2
2025-06-16,wrapper,510.0,1
2025-06-16,fishmonger,510.0,1
2025-06-16,counter,510.0,1
2025-06-16,mid_wrapper_counter,510.0,1
2025-06-16,closing,1020.0,2
2025-06-17,cutter,1020.0,2
2025-06-17,wrapper,510.0,1
2025-06-17,fishmonger,510.0,1
2025-06-17,counter,510.0,1
2025-06-17,mid_wrapper_counter,510.0,1
2025-06-17,closing,1020.0,2
2025-06-18,cutter,1020.0,2
2025-06-18,wrapper,510.0,1
2025-06-18,fishmonger,510.0,1
2025-06-18,counter,510.0,1
2025-06-18,mid_wrapper_counter,510.0,1
2025-06-18,closing,1020.0,2
2025-06-19,cutter,1020.0,2
2025-06-19,wrapper,510.0,1
2025-06-19,fishmonger,510.0,1
2025-06-19,counter,510.0,1
2025-06-19,mid_wrapper_counter,510.0,1
2025-06-19,closing,1020.0,2
2025-06-20,cutter,1020.0,2
2025-06-20,wrapper,510.0,1
2025-06-20,fishmonger,510.0,1
2025-06-20,counter,510.0,1
2025-06-20,mid_wrapper_counter,510.0,1
2025-06-20,closing,1020.0,2
2025-06-21,cutter,1020.0,2
2025-06-21,wrapper,510.0,1
2025-06-21,fishmonger,510.0,1
2025-06-21,counter,510.0,1
2025-06-21,mid_wrapper_counter,1020.0,2
2025-06-21,closing,1530.0,3
2025-06-22,cutter,1020.0,2
2025-06-22,wrapper,510.0,1
2025-06-22,fishmonger,510.0,1
2025-06-22,counter,510.0,1
2025-06-22,mid_wrapper_counter,1020.0,2
2025-06-22,closing,1530.0,3
2025-06-23,cutter,1020.0,2
2025-06-23,wrapper,510.0,1
2025-06-23,fishmonger,510.0,1
2025-06-23,counter,510.0,1
2025-06-23,mid_wrapper_counter,510.0,1
2025-06-23,closing,1020.0,2
2025-06-24,cutter,1020.0,2
2025-06-24,wrapper,510.0,1
2025-06-24,fishmonger,510.0,1
2025-06-24,counter,510.0,1
2025-06-24,mid_wrapper_counter,510.0,1
2025-06-24,closing,1020.0,2
2025-06-25,cutter,1020.0,2
2025-06-25,wrapper,510.0,1
2025-06-25,fishmonger,510.0,1
2025-06-25,counter,510.0,1
2025-06-25,mid_wrapper_counter,510.0,1
2025-06-25,closing,1020.0,2
2025-06-26,cutter,1020.0,2
2025-06-26,wrapper,510.0,1
2025-06-26,fishmonger,510.0,1
2025-06-26,counter,510.0,1
2025-06-26,mid_wrapper_counter,510.0,1
2025-06-26,closing,1020.0,2
2025-06-27,cutter,1020.0,2
2025-06-27,wrapper,510.0,1
2025-06-27,fishmonger,510.0,1
2025-06-27,counter,510.0,1
2025-06-27,mid_wrapper_counter,510.0,1
2025-06-27,closing,1020.0,2
2025-06-28,cutter,1020.0,2
2025-06-28,wrapper,510.0,1
2025-06-28,fishmonger,510.0,1
2025-06-28,counter,510.0,1
2025-06-28,mid_wrapper_counter,1020.0,2
2025-06-28,closing,1530.0,3
2025-06-29,cutter,1020.0,2
2025-06-29,wrapper,510.0,1
2025-06-29,fishmonger,510.0,1
2025-06-29,counter,510.0,1
2025-06-29,mid_wrapper_counter,1020.0,2
2025-06-29,closing,1530.0,3
2025-06-30,cutter,1020.0,2
2025-06-30,wrapper,510.0,1
2025-06-30,fishmonger,510.0,1
2025-06-30,counter,510.0,1
2025-06-30,mid_wrapper_counter,510.0,1
2025-06-30,closing,1020.0,2
2025-07-02,cutter,1020.0,2
2025-07-02,wrapper,510.0,1
2025-07-02,fishmonger,510.0,1
2025-07-02,counter,510.0,1
2025-07-02,mid_wrapper_counter,510.0,1
2025-07-02,closing,1020.0,2
2025-07-03,cutter,1020.0,2
2025-07-03,wrapper,510.0,1
2025-07-03,fishmonger,510.0,1
2025-07-03,counter,510.0,1
2025-07-03,mid_wrapper_counter,510.0,1
2025-07-03,closing,1020.0,2
2025-07-04,cutter,1020.0,2
2025-07-04,wrapper,510.0,1
2025-07-04,fishmonger,510.0,1
2025-07-04,counter,510.0,1
2025-07-04,mid_wrapper_counter,510.0,1
2025-07-04,closing,1020.0,2
2025-07-05,cutter,1020.0,2
2025-07-05,wrapper,510.0,1
2025-07-05,fishmonger,510.0,1
2025-07-05,counter,510.0,1
2025-07-05,mid_wrapper_counter,1020.0,2
2025-07-05,closing,1530.0,3
2025-07-06,cutter,1020.0,2
2025-07-06,wrapper,510.0,1
2025-07-06,fishmonger,510.0,1
2025-07-06,counter,510.0,1
2025-07-06,mid_wrapper_counter,1020.0,2
2025-07-06,closing,1530.0,3
2025-07-07,cutter,1020.0,2
2025-07-07,wrapper,510.0,1
2025-07-07,fishmonger,510.0,1
2025-07-07,counter,510.0,1
2025-07-07,mid_wrapper_counter,510.0,1
2025-07-07,closing,1020.0,2
2025-07-08,cutter,1020.0,2
2025-07-08,wrapper,510.0,1
2025-07-08,fishmonger,510.0,1
2025-07-08,counter,510.0,1
2025-07-08,mid_wrapper_counter,510.0,1
2025-07-08,closing,1020.0,2
2025-07-09,cutter,1020.0,2
2025-07-09,wrapper,510.0,1
2025-07-09,fishmonger,510.0,1
2025-07-09,counter,510.0,1
2025-07-09,mid_wrapper_counter,510.0,1
2025-07-09,closing,1020.0,2
2025-07-10,cutter,1020.0,2
2025-07-10,wrapper,510.0,1
2025-07-10,fishmonger,510.0,1
2025-07-10,counter,510.0,1
2025-07-10,mid_wrapper_counter,510.0,1
2025-07-10,closing,1020.0,2
2025-07-11,cutter,1020.0,2
2025-07-11,wrapper,510.0,1
2025-07-11,fishmonger,510.0,1
2025-07-11,counter,510.0,1
2025-07-11,mid_wrapper_counter,510.0,1
2025-07-11,closing,1020.0,2
2025-07-12,cutter,1020.0,2
2025-07-12,wrapper,510.0,1
2025-07-12,fishmonger,510.0,1
2025-07-12,counter,510.0,1
2025-07-12,mid_wrapper_counter,1020.0,2
2025-07-12,closing,1530.0,3
2025-07-13,cutter,1020.0,2
2025-07-13,wrapper,510.0,1
2025-07-13,fishmonger,510.0,1
2025-07-13,counter,510.0,1
2025-07-13,mid_wrapper_counter,1020.0,2
2025-07-13,closing,1530.0,3
2025-07-14,cutter,1020.0,2
2025-07-14,wrapper,510.0,1
2025-07-14,fishmonger,510.0,1
2025-07-14,counter,510.0,1
2025-07-14,mid_wrapper_counter,510.0,1
2025-07-14,closing,1020.0,2
2025-07-15,cutter,1020.0,2
2025-07-15,wrapper,510.0,1
2025-07-15,fishmonger,510.0,1
2025-07-15,counter,510.0,1
2025-07-15,mid_wrapper_counter,510.0,1
2025-07-15,closing,1020.0,2
2025-07-16,cutter,1020.0,2
2025-07-16,wrapper,510.0,1
2025-07-16,fishmonger,510.0,1
2025-07-16,counter,510.0,1
2025-07-16,mid_wrapper_counter,510.0,1
2025-07-16,closing,1020.0,2
2025-07-17,cutter,1020.0,2
2025-07-17,wrapper,510.0,1
2025-07-17,fishmonger,510.0,1
2025-07-17,counter,510.0,1
2025-07-17,mid_wrapper_counter,510.0,1
2025-07-17,closing,1020.0,2
2025-07-18,cutter,1020.0,2
2025-07-18,wrapper,510.0,1
2025-07-18,fishmonger,510.0,1
2025-07-18,counter,510.0,1
2025-07-18,mid_wrapper_counter,510.0,1
2025-07-18,closing,1020.0,2
2025-07-19,cutter,1020.0,2
2025-07-19,wrapper,510.0,1
2025-07-19,fishmonger,510.0,1
2025-07-19,counter,510.0,1
2025-07-19,mid_wrapper_counter,1020.0,2
2025-07-19,closing,1530.0,3
2025-07-20,cutter,1020.0,2
2025-07-20,wrapper,510.0,1
2025-07-20,fishmonger,510.0,1
2025-07-20,counter,510.0,1
2025-07-20,mid_wrapper_counter,1020.0,2
2025-07-20,closing,1530.0,3
2025-07-21,cutter,1020.0,2
2025-07-21,wrapper,510.0,1
2025-07-21,fishmonger,510.0,1
2025-07-21,counter,510.0,1
2025-07-21,mid_wrapper_counter,510.0,1
2025-07-21,closing,1020.0,2
2025-07-22,cutter,1020.0,2
2025-07-22,wrapper,510.0,1
2025-07-22,fishmonger,510.0,1
2025-07-22,counter,510.0,1
2025-07-22,mid_wrapper_counter,510.0,1
2025-07-22,closing,1020.0,2
2025-07-23,cutter,1020.0,2
2025-07-23,wrapper,510.0,1
2025-07-23,fishmonger,510.0,1
2025-07-23,counter,510.0,1
2025-07-23,mid_wrapper_counter,510.0,1
2025-07-23,closing,1020.0,2
2025-07-24,cutter,1020.0,2
2025-07-24,wrapper,510.0,1
2025-07-24,fishmonger,510.0,1
2025-07-24,counter,510.0,1
2025-07-24,mid_wrapper_counter,510.0,1
2025-07-24,closing,1020.0,2
2025-07-25,cutter,1020.0,2
2025-07-25,wrapper,510.0,1
2025-07-25,fishmonger,510.0,1
2025-07-25,counter,510.0,1
2025-07-25,mid_wrapper_counter,510.0,1
2025-07-25,closing,1020.0,2
2025-07-26,cutter,1020.0,2
2025-07-26,wrapper,510.0,1
2025-07-26,fishmonger,510.0,1
2025-07-26,counter,510.0,1
2025-07-26,mid_wrapper_counter,1020.0,2
2025-07-26,closing,1530.0,3
2025-07-27,cutter,1020.0,2
2025-07-27,wrapper,510.0,1
2025-07-27,fishmonger,510.0,1
2025-07-27,counter,510.0,1
2025-07-27,mid_wrapper_counter,1020.0,2
2025-07-27,closing,1530.0,3
2025-07-28,cutter,1020.0,2
2025-07-28,wrapper,510.0,1
2025-07-28,fishmonger,510.0,1
2025-07-28,counter,510.0,1
2025-07-28,mid_wrapper_counter,510.0,1
2025-07-28,closing,1020.0,2
2025-07-29,cutter,1020.0,2
2025-07-29,wrapper,510.0,1
2025-07-29,fishmonger,510.0,1
2025-07-29,counter,510.0,1
2025-07-29,mid_wrapper_counter,510.0,1
2025-07-29,closing,1020.0,2
2025-07-30,cutter,1020.0,2
2025-07-30,wrapper,510.0,1
2025-07-30,fishmonger,510.0,1
2025-07-30,counter,510.0,1
2025-07-30,mid_wrapper_counter,510.0,1
2025-07-30,closing,1020.0,2
2025-07-31,cutter,1020.0,2
2025-07-31,wrapper,510.0,1
2025-07-31,fishmonger,510.0,1
2025-07-31,counter,510.0,1
2025-07-31,mid_wrapper_counter,510.0,1
2025-07-31,closing,1020.0,2
2025-08-01,cutter,1020.0,2
2025-08-01,wrapper,510.0,1
2025-08-01,fishmonger,510.0,1
2025-08-01,counter,510.0,1
2025-08-01,mid_wrapper_counter,510.0,1
2025-08-01,closing,1020.0,2
2025-08-02,cutter,1020.0,2
2025-08-02,wrapper,510.0,1
2025-08-02,fishmonger,510.0,1
2025-08-02,counter,510.0,1
2025-08-02,mid_wrapper_counter,1020.0,2
2025-08-02,closing,1530.0,3
2025-08-03,cutter,1020.0,2
2025-08-03,wrapper,510.0,1
2025-08-03,fishmonger,510.0,1
2025-08-03,counter,510.0,1
2025-08-03,mid_wrapper_counter,1020.0,2
2025-08-03,closing,1530.0,3
2025-08-04,cutter,1020.0,2
2025-08-04,wrapper,510.0,1
2025-08-04,fishmonger,510.0,1
2025-08-04,counter,510.0,1
2025-08-04,mid_wrapper_counter,510.0,1
2025-08-04,closing,1020.0,2
2025-08-05,cutter,1020.0,2
2025-08-05,wrapper,510.0,1
2025-08-05,fishmonger,510.0,1
2025-08-05,counter,510.0,1
2025-08-05,mid_wrapper_counter,510.0,1
2025-08-05,closing,1020.0,2
2025-08-06,cutter,1020.0,2
2025-08-06,wrapper,510.0,1
2025-08-06,fishmonger,510.0,1
2025-08-06,counter,510.0,1
2025-08-06,mid_wrapper_counter,510.0,1
2025-08-06,closing,1020.0,2
2025-08-07,cutter,1020.0,2
2025-08-07,wrapper,510.0,1
2025-08-07,fishmonger,510.0,1
2025-08-07,counter,510.0,1
2025-08-07,mid_wrapper_counter,510.0,1
2025-08-07,closing,1020.0,2
2025-08-08,cutter,1020.0,2
2025-08-08,wrapper,510.0,1
2025-08-08,fishmonger,510.0,1
2025-08-08,counter,510.0,1
2025-08-08,mid_wrapper_counter,510.0,1
2025-08-08,closing,1020.0,2
2025-08-09,cutter,1020.0,2
2025-08-09,wrapper,510.0,1
2025-08-09,fishmonger,510.0,1
2025-08-09,counter,510.0,1
2025-08-09,mid_wrapper_counter,1020.0,2
2025-08-09,closing,1530.0,3
2025-08-10,cutter,1020.0,2
2025-08-10,wrapper,510.0,1
2025-08-10,fishmonger,510.0,1
2025-08-10,counter,510.0,1
2025-08-10,mid_wrapper_counter,1020.0,2
2025-08-10,closing,1530.0,3
2025-08-11,cutter,1020.0,2
2025-08-11,wrapper,510.0,1
2025-08-11,fishmonger,510.0,1
2025-08-11,counter,510.0,1
2025-08-11,mid_wrapper_counter,510.0,1
2025-08-11,closing,1020.0,2
2025-08-12,cutter,1020.0,2
2025-08-12,wrapper,510.0,1
2025-08-12,fishmonger,510.0,1
2025-08-12,counter,510.0,1
2025-08-12,mid_wrapper_counter,510.0,1
2025-08-12,closing,1020.0,2
2025-08-13,cutter,1020.0,2
2025-08-13,wrapper,510.0,1
2025-08-13,fishmonger,510.0,1
2025-08-13,counter,510.0,1
2025-08-13,mid_wrapper_counter,510.0,1
2025-08-13,closing,1020.0,2
2025-08-14,cutter,1020.0,2
2025-08-14,wrapper,510.0,1
2025-08-14,fishmonger,510.0,1
2025-08-14,counter,510.0,1
2025-08-14,mid_wrapper_counter,510.0,1
2025-08-14,closing,1020.0,2
2025-08-15,cutter,1020.0,2
2025-08-15,wrapper,510.0,1
2025-08-15,fishmonger,510.0,1
2025-08-15,counter,510.0,1
2025-08-15,mid_wrapper_counter,510.0,1
2025-08-15,closing,1020.0,2
2025-08-16,cutter,1020.0,2
2025-08-16,wrapper,510.0,1
2025-08-16,fishmonger,510.0,1
2025-08-16,counter,510.0,1
2025-08-16,mid_wrapper_counter,1020.0,2
2025-08-16,closing,1530.0,3
2025-08-17,cutter,1020.0,2
2025-08-17,wrapper,510.0,1
2025-08-17,fishmonger,510.0,1
2025-08-17,counter,510.0,1
2025-08-17,mid_wrapper_counter,1020.0,2
2025-08-17,closing,1530.0,3
2025-08-18,cutter,1020.0,2
2025-08-18,wrapper,510.0,1
2025-08-18,fishmonger,510.0,1
2025-08-18,counter,510.0,1
2025-08-18,mid_wrapper_counter,510.0,1
2025-08-18,closing,1020.0,2
2025-08-19,cutter,1020.0,2
2025-08-19,wrapper,510.0,1
2025-08-19,fishmonger,510.0,1
2025-08-19,counter,510.0,1
2025-08-19,mid_wrapper_counter,510.0,1
2025-08-19,closing,1020.0,2
2025-08-20,cutter,1020.0,2
2025-08-20,wrapper,510.0,1
2025-08-20,fishmonger,510.0,1
2025-08-20,counter,510.0,1
2025-08-20,mid_wrapper_counter,510.0,1
2025-08-20,closing,1020.0,2
2025-08-21,cutter,1020.0,2
2025-08-21,wrapper,510.0,1
2025-08-21,fishmonger,510.0,1
2025-08-21,counter,510.0,1
2025-08-21,mid_wrapper_counter,510.0,1
2025-08-21,closing,1020.0,2
2025-08-22,cutter,1020.0,2
2025-08-22,wrapper,510.0,1
2025-08-22,fishmonger,510.0,1
2025-08-22,counter,510.0,1
2025-08-22,mid_wrapper_counter,510.0,1
2025-08-22,closing,1020.0,2
2025-08-23,cutter,1020.0,2
2025-08-23,wrapper,510.0,1
2025-08-23,fishmonger,510.0,1
2025-08-23,counter,510.0,1
2025-08-23,mid_wrapper_counter,1020.0,2
2025-08-23,closing,1530.0,3
2025-08-24,cutter,1020.0,2
2025-08-24,wrapper,510.0,1
2025-08-24,fishmonger,510.0,1
2025-08-24,counter,510.0,1
2025-08-24,mid_wrapper_counter,1020.0,2
2025-08-24,closing,1530.0,3
2025-08-25,cutter,1020.0,2
2025-08-25,wrapper,510.0,1
2025-08-25,fishmonger,510.0,1
2025-08-25,counter,510.0,1
2025-08-25,mid_wrapper_counter,510.0,1
2025-08-25,closing,1020.0,2
2025-08-26,cutter,1020.0,2
2025-08-26,wrapper,510.0,1
2025-08-26,fishmonger,510.0,1
2025-08-26,counter,510.0,1
2025-08-26,mid_wrapper_counter,510.0,1
2025-08-26,closing,1020.0,2
2025-08-27,cutter,1020.0,2
2025-08-27,wrapper,510.0,1
2025-08-27,fishmonger,510.0,1
2025-08-27,counter,510.0,1
2025-08-27,mid_wrapper_counter,510.0,1
2025-08-27,closing,1020.0,2
2025-08-28,cutter,1020.0,2
2025-08-28,wrapper,510.0,1
2025-08-28,fishmonger,510.0,1
2025-08-28,counter,510.0,1
2025-08-28,mid_wrapper_counter,510.0,1
2025-08-28,closing,1020.0,2
2025-08-29,cutter,1020.0,2
2025-08-29,wrapper,510.0,1
2025-08-29,fishmonger,510.0,1
2025-08-29,counter,510.0,1
2025-08-29,mid_wrapper_counter,510.0,1
2025-08-29,closing,1020.0,2
2025-08-30,cutter,1020.0,2
2025-08-30,wrapper,510.0,1
2025-08-30,fishmonger,510.0,1
2025-08-30,counter,510.0,1
2025-08-30,mid_wrapper_counter,1020.0,2
2025-08-30,closing,1530.0,3
2025-08-31,cutter,1020.0,2
2025-08-31,wrapper,510.0,1
2025-08-31,fishmonger,510.0,1
2025-08-31,counter,510.0,1
2025-08-31,mid_wrapper_counter,1020.0,2
2025-08-31,closing,1530.0,3
2025-09-02,cutter,1020.0,2
2025-09-02,wrapper,510.0,1
2025-09-02,fishmonger,510.0,1
2025-09-02,counter,510.0,1
2025-09-02,mid_wrapper_counter,510.0,1
2025-09-02,closing,1020.0,2
2025-09-03,cutter,1020.0,2
2025-09-03,wrapper,510.0,1
2025-09-03,fishmonger,510.0,1
2025-09-03,counter,510.0,1
2025-09-03,mid_wrapper_counter,510.0,1
2025-09-03,closing,1020.0,2
2025-09-04,cutter,1020.0,2
2025-09-04,wrapper,510.0,1
2025-09-04,fishmonger,510.0,1
2025-09-04,counter,510.0,1
2025-09-04,mid_wrapper_counter,510.0,1
2025-09-04,closing,1020.0,2
2025-09-05,cutter,1020.0,2
2025-09-05,wrapper,510.0,1
2025-09-05,fishmonger,510.0,1
2025-09-05,counter,510.0,1
2025-09-05,mid_wrapper_counter,510.0,1
2025-09-05,closing,1020.0,2
2025-09-06,cutter,1020.0,2
2025-09-06,wrapper,510.0,1
2025-09-06,fishmonger,510.0,1
2025-09-06,counter,510.0,1
2025-09-06,mid_wrapper_counter,1020.0,2
2025-09-06,closing,1530.0,3
2025-09-07,cutter,1020.0,2
2025-09-07,wrapper,510.0,1
2025-09-07,fishmonger,510.0,1
2025-09-07,counter,510.0,1
2025-09-07,mid_wrapper_counter,1020.0,2
2025-09-07,closing,1530.0,3
2025-09-08,cutter,1020.0,2
2025-09-08,wrapper,510.0,1
2025-09-08,fishmonger,510.0,1
2025-09-08,counter,510.0,1
2025-09-08,mid_wrapper_counter,510.0,1
2025-09-08,closing,1020.0,2
2025-09-09,cutter,1020.0,2
2025-09-09,wrapper,510.0,1
2025-09-09,fishmonger,510.0,1
2025-09-09,counter,510.0,1
2025-09-09,mid_wrapper_counter,510.0,1
2025-09-09,closing,1020.0,2
2025-09-10,cutter,1020.0,2
2025-09-10,wrapper,510.0,1
2025-09-10,fishmonger,510.0,1
2025-09-10,counter,510.0,1
2025-09-10,mid_wrapper_counter,510.0,1
2025-09-10,closing,1020.0,2
2025-09-11,cutter,1020.0,2
2025-09-11,wrapper,510.0,1
2025-09-11,fishmonger,510.0,1
2025-09-11,counter,510.0,1
2025-09-11,mid_wrapper_counter,510.0,1
2025-09-11,closing,1020.0,2
2025-09-12,cutter,1020.0,2
2025-09-12,wrapper,510.0,1
2025-09-12,fishmonger,510.0,1
2025-09-12,counter,510.0,1
2025-09-12,mid_wrapper_counter,510.0,1
