production_date,source_primal,planned_primal_kg,actual_primal_kg,status,shortfall_reason,data_source
2025-03-30,Striploin Whole,142.88,144.09,completed,,synthetic
2025-03-30,Tenderloin,15.05,10.42,partial,labor_short,synthetic
2025-03-30,Top Sirloin Butt,74.3,75.38,completed,,synthetic
2025-03-30,Wagyu Flat Iron,30.08,30.75,completed,,synthetic
2025-03-31,6X6 Frenched,24.04,23.13,completed,,synthetic
2025-03-31,Blade Eyes,335.79,340.85,completed,,synthetic
2025-03-31,Bone-in Ribeye,39.92,40.26,completed,,synthetic
2025-03-31,Brisket,41.96,40.06,completed,,synthetic
2025-03-31,Chuck Flat,152.22,157.63,completed,,synthetic
2025-03-31,Chuck Primal,290.73,177.13,partial,quality_hold,synthetic
2025-03-31,Flank,33.43,32.68,completed,,synthetic
2025-03-31,Plate,25.47,24.69,completed,,synthetic
2025-03-31,Pork Belly,198.13,196.45,completed,,synthetic
2025-03-31,Pork Loin,125.87,121.91,completed,,synthetic
2025-03-31,Pork Shoulder,49.53,48.73,completed,,synthetic
2025-03-31,Round,116.4,107.21,completed,,synthetic
2025-03-31,Shank,16.78,16.17,completed,,synthetic
2025-03-31,Striploin Whole,114.31,120.48,completed,,synthetic
2025-03-31,Tenderloin,9.26,9.28,completed,,synthetic
2025-03-31,Top Sirloin Butt,53.07,52.17,completed,,synthetic
2025-03-31,Wagyu Flat Iron,21.48,20.73,completed,,synthetic
2025-04-01,6X6 Frenched,24.04,24.18,completed,,synthetic
2025-04-01,Blade Eyes,335.79,343.09,completed,,synthetic
2025-04-01,Bone-in Ribeye,39.92,38.33,completed,,synthetic
2025-04-01,Brisket,41.96,41.99,completed,,synthetic
2025-04-01,Chuck Flat,152.22,158.49,completed,,synthetic
2025-04-01,Chuck Primal,290.73,284.05,completed,,synthetic
2025-04-01,Flank,33.43,0.0,cancelled,stock_short,synthetic
2025-04-01,Plate,25.47,24.54,completed,,synthetic
2025-04-01,Pork Belly,198.13,194.26,completed,,synthetic
2025-04-01,Pork Loin,125.87,122.94,completed,,synthetic
2025-04-01,Pork Shoulder,49.53,50.57,completed,,synthetic
2025-04-01,Round,116.4,118.16,completed,,synthetic
2025-04-01,Shank,16.78,16.79,completed,,synthetic
2025-04-01,Striploin Whole,114.31,123.92,completed,,synthetic
2025-04-01,Tenderloin,9.26,9.15,completed,,synthetic
2025-04-01,Top Sirloin Butt,53.07,52.78,completed,,synthetic
2025-04-01,Wagyu Flat Iron,21.48,21.14,completed,,synthetic
2025-04-02,6X6 Frenched,24.04,24.3,completed,,synthetic
2025-04-02,Blade Eyes,335.79,328.6,completed,,synthetic
2025-04-02,Bone-in Ribeye,39.92,38.31,completed,,synthetic
2025-04-02,Brisket,41.96,42.53,completed,,synthetic
2025-04-02,Chuck Flat,152.22,94.94,partial,equipment,synthetic
2025-04-02,Chuck Primal,290.73,298.4,completed,,synthetic
2025-04-02,Flank,33.43,0.0,cancelled,stock_short,synthetic
2025-04-02,Plate,25.47,25.18,completed,,synthetic
2025-04-02,Pork Belly,198.13,188.6,completed,,synthetic
2025-04-02,Pork Loin,125.87,117.12,completed,,synthetic
2025-04-02,Pork Shoulder,49.53,47.83,completed,,synthetic
2025-04-02,Round,116.4,71.07,partial,labor_short,synthetic
2025-04-02,Shank,16.78,16.81,completed,,synthetic
2025-04-02,Striploin Whole,114.31,116.88,completed,,synthetic
2025-04-02,Tenderloin,9.26,9.28,completed,,synthetic
2025-04-02,Top Sirloin Butt,53.07,53.46,completed,,synthetic
2025-04-02,Wagyu Flat Iron,21.48,20.71,completed,,synthetic
2025-04-03,6X6 Frenched,24.04,26.07,completed,,synthetic
2025-04-03,Blade Eyes,335.79,316.06,completed,,synthetic
2025-04-03,Bone-in Ribeye,39.92,44.51,completed,,synthetic
2025-04-03,Brisket,41.96,41.94,completed,,synthetic
2025-04-03,Chuck Flat,152.22,153.68,completed,,synthetic
2025-04-03,Chuck Primal,290.73,297.02,completed,,synthetic
2025-04-03,Flank,33.43,0.0,cancelled,stock_short,synthetic
2025-04-03,Plate,25.47,25.43,completed,,synthetic
2025-04-03,Pork Belly,198.13,206.6,completed,,synthetic
2025-04-03,Pork Loin,125.87,124.14,completed,,synthetic
2025-04-03,Pork Shoulder,49.53,49.42,completed,,synthetic
2025-04-03,Round,116.4,117.94,completed,,synthetic
2025-04-03,Shank,16.78,16.62,completed,,synthetic
2025-04-03,Striploin Whole,114.31,115.27,completed,,synthetic
2025-04-03,Tenderloin,9.26,7.0,partial,quality_hold,synthetic
2025-04-03,Top Sirloin Butt,53.07,54.39,completed,,synthetic
2025-04-03,Wagyu Flat Iron,21.48,21.4,completed,,synthetic
2025-04-04,6X6 Frenched,30.05,18.98,partial,labor_short,synthetic
2025-04-04,Blade Eyes,425.29,435.53,completed,,synthetic
2025-04-04,Bone-in Ribeye,53.23,54.46,completed,,synthetic
2025-04-04,Brisket,57.69,54.74,completed,,synthetic
2025-04-04,Chuck Flat,179.4,192.02,completed,,synthetic
2025-04-04,Chuck Primal,358.57,351.16,completed,,synthetic
2025-04-04,Flank,44.58,43.23,completed,,synthetic
2025-04-04,Plate,35.66,35.71,completed,,synthetic
2025-04-04,Pork Belly,247.66,255.99,completed,,synthetic
2025-04-04,Pork Loin,157.34,161.82,completed,,synthetic
2025-04-04,Pork Shoulder,69.35,72.39,completed,,synthetic
2025-04-04,Round,137.45,139.8,completed,,synthetic
2025-04-04,Shank,24.13,20.07,partial,labor_short,synthetic
2025-04-04,Striploin Whole,142.88,144.17,completed,,synthetic
2025-04-04,Tenderloin,15.05,15.16,completed,,synthetic
2025-04-04,Top Sirloin Butt,74.3,71.43,completed,,synthetic
2025-04-04,Wagyu Flat Iron,30.08,21.04,partial,labor_short,synthetic
2025-04-05,6X6 Frenched,36.06,35.4,completed,,synthetic
2025-04-05,Blade Eyes,514.78,523.14,completed,,synthetic
2025-04-05,Bone-in Ribeye,66.54,67.39,completed,,synthetic
2025-04-05,Brisket,73.42,43.19,partial,labor_short,synthetic
2025-04-05,Chuck Flat,206.59,198.52,completed,,synthetic
2025-04-05,Chuck Primal,426.41,433.49,completed,,synthetic
2025-04-05,Flank,55.72,53.9,completed,,synthetic
2025-04-05,Plate,45.85,46.01,completed,,synthetic
2025-04-05,Pork Belly,297.19,298.4,completed,,synthetic
2025-04-05,Pork Loin,188.81,184.93,completed,,synthetic
2025-04-05,Pork Shoulder,89.16,91.19,completed,,synthetic
2025-04-05,Round,158.5,156.56,completed,,synthetic
2025-04-05,Shank,31.47,31.9,completed,,synthetic
2025-04-05,Striploin Whole,171.46,165.55,completed,,synthetic
2025-04-05,Tenderloin,20.84,21.05,completed,,synthetic
2025-04-05,Top Sirloin Butt,95.53,96.58,completed,,synthetic
2025-04-05,Wagyu Flat Iron,38.67,41.43,completed,,synthetic
2025-04-06,6X6 Frenched,30.05,30.08,completed,,synthetic
2025-04-06,Blade Eyes,425.29,429.76,completed,,synthetic
2025-04-06,Bone-in Ribeye,53.23,43.54,partial,labor_short,synthetic
2025-04-06,Brisket,57.69,59.22,completed,,synthetic
2025-04-06,Chuck Flat,179.4,175.61,completed,,synthetic
2025-04-06,Chuck Primal,358.57,362.1,completed,,synthetic
2025-04-06,Flank,44.58,44.88,completed,,synthetic
2025-04-06,Plate,35.66,0.0,cancelled,stock_short,synthetic
2025-04-06,Pork Belly,247.66,258.01,completed,,synthetic
2025-04-06,Pork Loin,157.34,161.45,completed,,synthetic
2025-04-06,Pork Shoulder,69.35,69.43,completed,,synthetic
2025-04-06,Round,137.45,0.0,cancelled,stock_short,synthetic
2025-04-06,Shank,24.13,23.94,completed,,synthetic
2025-04-06,Striploin Whole,142.88,144.92,completed,,synthetic
2025-04-06,Tenderloin,15.05,15.38,completed,,synthetic
2025-04-06,Top Sirloin Butt,74.3,75.78,completed,,synthetic
2025-04-06,Wagyu Flat Iron,30.08,28.28,completed,,synthetic
2025-04-07,6X6 Frenched,24.04,24.56,completed,,synthetic
2025-04-07,Blade Eyes,335.79,337.3,completed,,synthetic
2025-04-07,Bone-in Ribeye,39.92,41.8,completed,,synthetic
2025-04-07,Brisket,41.96,39.89,completed,,synthetic
2025-04-07,Chuck Flat,152.22,149.61,completed,,synthetic
2025-04-07,Chuck Primal,290.73,281.86,completed,,synthetic
2025-04-07,Flank,33.43,32.21,completed,,synthetic
2025-04-07,Plate,25.47,25.02,completed,,synthetic
2025-04-07,Pork Belly,198.13,192.15,completed,,synthetic
2025-04-07,Pork Loin,125.87,120.58,completed,,synthetic
2025-04-07,Pork Shoulder,49.53,48.37,completed,,synthetic
2025-04-07,Round,116.4,0.0,cancelled,stock_short,synthetic
2025-04-07,Shank,16.78,17.0,completed,,synthetic
2025-04-07,Striploin Whole,114.31,114.44,completed,,synthetic
2025-04-07,Tenderloin,9.26,9.22,completed,,synthetic
2025-04-07,Top Sirloin Butt,53.07,55.89,completed,,synthetic
2025-04-07,Wagyu Flat Iron,21.48,21.18,completed,,synthetic
2025-04-08,6X6 Frenched,24.04,24.4,completed,,synthetic
2025-04-08,Blade Eyes,335.79,318.19,completed,,synthetic
2025-04-08,Bone-in Ribeye,39.92,38.75,completed,,synthetic
2025-04-08,Brisket,41.96,41.83,completed,,synthetic
2025-04-08,Chuck Flat,152.22,147.13,completed,,synthetic
2025-04-08,Chuck Primal,290.73,299.38,completed,,synthetic
2025-04-08,Flank,33.43,31.61,completed,,synthetic
2025-04-08,Plate,25.47,27.09,completed,,synthetic
2025-04-08,Pork Belly,198.13,193.1,completed,,synthetic
2025-04-08,Pork Loin,125.87,0.0,cancelled,stock_short,synthetic
2025-04-08,Pork Shoulder,49.53,52.47,completed,,synthetic
2025-04-08,Round,116.4,114.56,completed,,synthetic
2025-04-08,Shank,16.78,16.85,completed,,synthetic
2025-04-08,Striploin Whole,114.31,110.93,completed,,synthetic
2025-04-08,Tenderloin,9.26,4.35,partial,labor_short,synthetic
2025-04-08,Top Sirloin Butt,53.07,53.69,completed,,synthetic
2025-04-08,Wagyu Flat Iron,21.48,22.57,completed,,synthetic
2025-04-09,6X6 Frenched,24.04,25.46,completed,,synthetic
2025-04-09,Blade Eyes,335.79,332.07,completed,,synthetic
2025-04-09,Bone-in Ribeye,39.92,41.02,completed,,synthetic
2025-04-09,Brisket,41.96,43.3,completed,,synthetic
2025-04-09,Chuck Flat,152.22,150.86,completed,,synthetic
2025-04-09,Chuck Primal,290.73,293.13,completed,,synthetic
2025-04-09,Flank,33.43,33.3,completed,,synthetic
2025-04-09,Plate,25.47,26.39,completed,,synthetic
2025-04-09,Pork Belly,198.13,195.35,completed,,synthetic
2025-04-09,Pork Loin,125.87,0.0,cancelled,stock_short,synthetic
2025-04-09,Pork Shoulder,49.53,46.38,completed,,synthetic
2025-04-09,Round,116.4,56.23,partial,quality_hold,synthetic
2025-04-09,Shank,16.78,16.65,completed,,synthetic
2025-04-09,Striploin Whole,114.31,116.76,completed,,synthetic
2025-04-09,Tenderloin,9.26,8.95,completed,,synthetic
2025-04-09,Top Sirloin Butt,53.07,52.23,completed,,synthetic
2025-04-09,Wagyu Flat Iron,21.48,21.56,completed,,synthetic
2025-04-10,6X6 Frenched,24.04,23.35,completed,,synthetic
2025-04-10,Blade Eyes,335.79,335.55,completed,,synthetic
2025-04-10,Bone-in Ribeye,39.92,37.16,completed,,synthetic
2025-04-10,Brisket,41.96,43.09,completed,,synthetic
2025-04-10,Chuck Flat,152.22,151.55,completed,,synthetic
2025-04-10,Chuck Primal,290.73,278.36,completed,,synthetic
2025-04-10,Flank,33.43,32.19,completed,,synthetic
2025-04-10,Plate,25.47,25.98,completed,,synthetic
2025-04-10,Pork Belly,198.13,201.13,completed,,synthetic
2025-04-10,Pork Loin,125.87,0.0,cancelled,stock_short,synthetic
2025-04-10,Pork Shoulder,49.53,49.16,completed,,synthetic
2025-04-10,Round,116.4,117.88,completed,,synthetic
2025-04-10,Shank,16.78,16.32,completed,,synthetic
2025-04-10,Striploin Whole,114.31,109.71,completed,,synthetic
2025-04-10,Tenderloin,9.26,9.52,completed,,synthetic
2025-04-10,Top Sirloin Butt,53.07,55.14,completed,,synthetic
2025-04-10,Wagyu Flat Iron,21.48,22.5,completed,,synthetic
2025-04-11,6X6 Frenched,30.05,29.79,completed,,synthetic
2025-04-11,Blade Eyes,425.29,426.02,completed,,synthetic
2025-04-11,Bone-in Ribeye,53.23,53.34,completed,,synthetic
2025-04-11,Brisket,57.69,61.4,completed,,synthetic
2025-04-11,Chuck Flat,179.4,177.72,completed,,synthetic
2025-04-11,Chuck Primal,358.57,338.13,completed,,synthetic
2025-04-11,Flank,44.58,42.93,completed,,synthetic
2025-04-11,Plate,35.66,35.18,completed,,synthetic
2025-04-11,Pork Belly,247.66,239.73,completed,,synthetic
2025-04-11,Pork Loin,157.34,132.88,partial,labor_short,synthetic
2025-04-11,Pork Shoulder,69.35,70.93,completed,,synthetic
2025-04-11,Round,137.45,141.69,completed,,synthetic
2025-04-11,Shank,24.13,14.19,partial,quality_hold,synthetic
2025-04-11,Striploin Whole,142.88,138.74,completed,,synthetic
2025-04-11,Tenderloin,15.05,14.6,completed,,synthetic
2025-04-11,Top Sirloin Butt,74.3,74.16,completed,,synthetic
2025-04-11,Wagyu Flat Iron,30.08,31.59,completed,,synthetic
2025-04-12,6X6 Frenched,36.06,37.83,completed,,synthetic
2025-04-12,Blade Eyes,514.78,0.0,cancelled,stock_short,synthetic
2025-04-12,Bone-in Ribeye,66.54,66.05,completed,,synthetic
2025-04-12,Brisket,73.42,54.07,partial,quality_hold,synthetic
2025-04-12,Chuck Flat,206.59,132.01,partial,labor_short,synthetic
2025-04-12,Chuck Primal,426.41,440.58,completed,,synthetic
2025-04-12,Flank,55.72,58.15,completed,,synthetic
2025-04-12,Plate,45.85,44.55,completed,,synthetic
2025-04-12,Pork Belly,297.19,310.54,completed,,synthetic
2025-04-12,Pork Loin,188.81,185.9,completed,,synthetic
2025-04-12,Pork Shoulder,89.16,89.33,completed,,synthetic
2025-04-12,Round,158.5,158.71,completed,,synthetic
2025-04-12,Shank,31.47,30.82,completed,,synthetic
2025-04-12,Striploin Whole,171.46,0.0,cancelled,stock_short,synthetic
2025-04-12,Tenderloin,20.84,19.96,completed,,synthetic
2025-04-12,Top Sirloin Butt,95.53,94.55,completed,,synthetic
2025-04-12,Wagyu Flat Iron,38.67,38.26,completed,,synthetic
2025-04-13,6X6 Frenched,30.05,30.9,completed,,synthetic
2025-04-13,Blade Eyes,425.29,0.0,cancelled,stock_short,synthetic
2025-04-13,Bone-in Ribeye,53.23,55.6,completed,,synthetic
2025-04-13,Brisket,57.69,56.93,completed,,synthetic
2025-04-13,Chuck Flat,179.4,177.12,completed,,synthetic
2025-04-13,Chuck Primal,358.57,360.08,completed,,synthetic
2025-04-13,Flank,44.58,45.99,completed,,synthetic
2025-04-13,Plate,35.66,35.29,completed,,synthetic
2025-04-13,Pork Belly,247.66,252.35,completed,,synthetic
2025-04-13,Pork Loin,157.34,156.54,completed,,synthetic
2025-04-13,Pork Shoulder,69.35,0.0,cancelled,stock_short,synthetic
2025-04-13,Round,137.45,134.98,completed,,synthetic
2025-04-13,Shank,24.13,24.53,completed,,synthetic
2025-04-13,Striploin Whole,142.88,0.0,cancelled,stock_short,synthetic
2025-04-13,Tenderloin,15.05,14.2,completed,,synthetic
2025-04-13,Top Sirloin Butt,74.3,72.49,completed,,synthetic
2025-04-13,Wagyu Flat Iron,30.08,30.71,completed,,synthetic
2025-04-14,6X6 Frenched,24.04,23.65,completed,,synthetic
2025-04-14,Blade Eyes,335.79,330.11,completed,,synthetic
2025-04-14,Bone-in Ribeye,39.92,41.31,completed,,synthetic
2025-04-14,Brisket,41.96,41.29,completed,,synthetic
2025-04-14,Chuck Flat,152.22,155.82,completed,,synthetic
2025-04-14,Chuck Primal,290.73,294.21,completed,,synthetic
2025-04-14,Flank,33.43,34.41,completed,,synthetic
2025-04-14,Plate,25.47,17.74,partial,labor_short,synthetic
2025-04-14,Pork Belly,198.13,210.67,completed,,synthetic
2025-04-14,Pork Loin,125.87,128.57,completed,,synthetic
2025-04-14,Pork Shoulder,49.53,50.83,completed,,synthetic
2025-04-14,Round,116.4,120.58,completed,,synthetic
2025-04-14,Shank,16.78,15.97,completed,,synthetic
2025-04-14,Striploin Whole,114.31,111.65,completed,,synthetic
2025-04-14,Tenderloin,9.26,9.58,completed,,synthetic
2025-04-14,Top Sirloin Butt,53.07,52.82,completed,,synthetic
2025-04-14,Wagyu Flat Iron,21.48,21.05,completed,,synthetic
2025-04-15,6X6 Frenched,24.04,24.91,completed,,synthetic
2025-04-15,Blade Eyes,335.79,344.81,completed,,synthetic
2025-04-15,Bone-in Ribeye,39.92,39.24,completed,,synthetic
2025-04-15,Brisket,41.96,42.68,completed,,synthetic
2025-04-15,Chuck Flat,152.22,152.67,completed,,synthetic
2025-04-15,Chuck Primal,290.73,304.71,completed,,synthetic
2025-04-15,Flank,33.43,32.75,completed,,synthetic
2025-04-15,Plate,25.47,24.0,completed,,synthetic
2025-04-15,Pork Belly,198.13,191.29,completed,,synthetic
2025-04-15,Pork Loin,125.87,69.47,partial,equipment,synthetic
2025-04-15,Pork Shoulder,49.53,51.66,completed,,synthetic
2025-04-15,Round,116.4,115.99,completed,,synthetic
2025-04-15,Shank,16.78,12.84,partial,quality_hold,synthetic
2025-04-15,Striploin Whole,114.31,108.59,completed,,synthetic
2025-04-15,Tenderloin,9.26,9.37,completed,,synthetic
2025-04-15,Top Sirloin Butt,53.07,52.48,completed,,synthetic
2025-04-15,Wagyu Flat Iron,21.48,20.48,completed,,synthetic
2025-04-16,6X6 Frenched,24.04,24.93,completed,,synthetic
2025-04-16,Blade Eyes,335.79,338.09,completed,,synthetic
2025-04-16,Bone-in Ribeye,39.92,41.96,completed,,synthetic
2025-04-16,Brisket,41.96,40.88,completed,,synthetic
2025-04-16,Chuck Flat,152.22,149.1,completed,,synthetic
2025-04-16,Chuck Primal,290.73,303.25,completed,,synthetic
2025-04-16,Flank,33.43,35.08,completed,,synthetic
2025-04-16,Plate,25.47,25.86,completed,,synthetic
2025-04-16,Pork Belly,198.13,196.67,completed,,synthetic
2025-04-16,Pork Loin,125.87,130.01,completed,,synthetic
2025-04-16,Pork Shoulder,49.53,48.85,completed,,synthetic
2025-04-16,Round,116.4,109.1,completed,,synthetic
2025-04-16,Shank,16.78,16.65,completed,,synthetic
2025-04-16,Striploin Whole,114.31,112.12,completed,,synthetic
2025-04-16,Tenderloin,9.26,8.8,completed,,synthetic
2025-04-16,Top Sirloin Butt,53.07,51.11,completed,,synthetic
2025-04-16,Wagyu Flat Iron,21.48,21.99,completed,,synthetic
2025-04-17,6X6 Frenched,12.02,11.66,completed,,synthetic
2025-04-17,Blade Eyes,167.9,171.54,completed,,synthetic
2025-04-17,Bone-in Ribeye,19.96,20.4,completed,,synthetic
2025-04-17,Brisket,20.98,21.08,completed,,synthetic
2025-04-17,Chuck Flat,76.11,74.36,completed,,synthetic
2025-04-17,Chuck Primal,145.37,140.34,completed,,synthetic
2025-04-17,Flank,16.72,17.53,completed,,synthetic
2025-04-17,Plate,12.74,12.64,completed,,synthetic
2025-04-17,Pork Belly,99.06,73.89,partial,quality_hold,synthetic
2025-04-17,Pork Loin,62.94,63.0,completed,,synthetic
2025-04-17,Pork Shoulder,24.77,16.03,partial,quality_hold,synthetic
2025-04-17,Round,58.2,59.02,completed,,synthetic
2025-04-17,Shank,8.39,8.66,completed,,synthetic
2025-04-17,Striploin Whole,57.15,56.67,completed,,synthetic
2025-04-17,Tenderloin,4.63,4.91,completed,,synthetic
2025-04-17,Top Sirloin Butt,26.54,27.73,completed,,synthetic
2025-04-17,Wagyu Flat Iron,10.74,10.24,completed,,synthetic
2025-04-19,6X6 Frenched,61.31,63.67,completed,,synthetic
2025-04-19,Blade Eyes,875.13,878.32,completed,,synthetic
2025-04-19,Bone-in Ribeye,113.11,117.18,completed,,synthetic
2025-04-19,Brisket,124.82,133.21,completed,,synthetic
2025-04-19,Chuck Flat,351.2,182.97,partial,quality_hold,synthetic
2025-04-19,Chuck Primal,724.89,700.08,completed,,synthetic
2025-04-19,Flank,94.73,89.66,completed,,synthetic
2025-04-19,Plate,77.95,78.28,completed,,synthetic
2025-04-19,Pork Belly,505.23,514.62,completed,,synthetic
2025-04-19,Pork Loin,320.97,300.79,completed,,synthetic
2025-04-19,Pork Shoulder,151.57,157.92,completed,,synthetic
2025-04-19,Round,269.46,266.76,completed,,synthetic
2025-04-19,Shank,53.49,55.9,completed,,synthetic
2025-04-19,Striploin Whole,291.48,304.49,completed,,synthetic
2025-04-19,Tenderloin,35.43,33.97,completed,,synthetic
2025-04-19,Top Sirloin Butt,162.4,160.82,completed,,synthetic
2025-04-19,Wagyu Flat Iron,65.74,65.87,completed,,synthetic
2025-04-20,6X6 Frenched,51.09,49.98,completed,,synthetic
2025-04-20,Blade Eyes,722.99,0.0,cancelled,stock_short,synthetic
2025-04-20,Bone-in Ribeye,90.49,63.15,partial,quality_hold,synthetic
2025-04-20,Brisket,98.07,98.18,completed,,synthetic
2025-04-20,Chuck Flat,304.99,309.44,completed,,synthetic
2025-04-20,Chuck Primal,609.57,611.61,completed,,synthetic
2025-04-20,Flank,75.78,76.99,completed,,synthetic
2025-04-20,Plate,60.63,0.0,cancelled,stock_short,synthetic
2025-04-20,Pork Belly,421.02,0.0,cancelled,stock_short,synthetic
2025-04-20,Pork Loin,267.47,270.24,completed,,synthetic
2025-04-20,Pork Shoulder,117.89,116.18,completed,,synthetic
2025-04-20,Round,233.67,227.3,completed,,synthetic
2025-04-20,Shank,41.01,41.33,completed,,synthetic
2025-04-20,Striploin Whole,242.9,244.23,completed,,synthetic
2025-04-20,Tenderloin,25.59,25.3,completed,,synthetic
2025-04-20,Top Sirloin Butt,126.31,129.61,completed,,synthetic
2025-04-20,Wagyu Flat Iron,51.13,50.67,completed,,synthetic
2025-04-21,6X6 Frenched,32.46,33.1,completed,,synthetic
2025-04-21,Blade Eyes,453.32,229.73,partial,quality_hold,synthetic
2025-04-21,Bone-in Ribeye,53.89,57.06,completed,,synthetic
2025-04-21,Brisket,56.64,57.4,completed,,synthetic
2025-04-21,Chuck Flat,205.5,0.0,cancelled,stock_short,synthetic
2025-04-21,Chuck Primal,392.49,389.17,completed,,synthetic
2025-04-21,Flank,45.14,44.06,completed,,synthetic
2025-04-21,Plate,34.39,34.37,completed,,synthetic
2025-04-21,Pork Belly,267.47,0.0,cancelled,stock_short,synthetic
2025-04-21,Pork Loin,169.92,166.32,completed,,synthetic
2025-04-21,Pork Shoulder,66.87,66.02,completed,,synthetic
2025-04-21,Round,157.14,153.47,completed,,synthetic
2025-04-21,Shank,22.66,23.48,completed,,synthetic
2025-04-21,Striploin Whole,154.31,157.92,completed,,synthetic
2025-04-21,Tenderloin,12.51,12.81,completed,,synthetic
2025-04-21,Top Sirloin Butt,71.64,70.19,completed,,synthetic
2025-04-21,Wagyu Flat Iron,29.0,29.05,completed,,synthetic
2025-04-22,6X6 Frenched,24.04,23.53,completed,,synthetic
2025-04-22,Blade Eyes,335.79,328.71,completed,,synthetic
2025-04-22,Bone-in Ribeye,39.92,40.12,completed,,synthetic
2025-04-22,Brisket,41.96,41.11,completed,,synthetic
2025-04-22,Chuck Flat,152.22,0.0,cancelled,stock_short,synthetic
2025-04-22,Chuck Primal,290.73,309.09,completed,,synthetic
2025-04-22,Flank,33.43,31.62,completed,,synthetic
2025-04-22,Plate,25.47,26.78,completed,,synthetic
2025-04-22,Pork Belly,198.13,0.0,cancelled,stock_short,synthetic
2025-04-22,Pork Loin,125.87,125.62,completed,,synthetic
2025-04-22,Pork Shoulder,49.53,48.06,completed,,synthetic
2025-04-22,Round,116.4,120.92,completed,,synthetic
2025-04-22,Shank,16.78,17.0,completed,,synthetic
2025-04-22,Striploin Whole,114.31,108.58,completed,,synthetic
2025-04-22,Tenderloin,9.26,9.14,completed,,synthetic
2025-04-22,Top Sirloin Butt,53.07,53.82,completed,,synthetic
2025-04-22,Wagyu Flat Iron,21.48,21.9,completed,,synthetic
2025-04-23,6X6 Frenched,24.04,24.54,completed,,synthetic
2025-04-23,Blade Eyes,335.79,320.64,completed,,synthetic
2025-04-23,Bone-in Ribeye,39.92,40.6,completed,,synthetic
2025-04-23,Brisket,41.96,42.83,completed,,synthetic
2025-04-23,Chuck Flat,152.22,146.78,completed,,synthetic
2025-04-23,Chuck Primal,290.73,302.12,completed,,synthetic
2025-04-23,Flank,33.43,33.66,completed,,synthetic
2025-04-23,Plate,25.47,24.86,completed,,synthetic
2025-04-23,Pork Belly,198.13,200.57,completed,,synthetic
2025-04-23,Pork Loin,125.87,123.97,completed,,synthetic
2025-04-23,Pork Shoulder,49.53,50.1,completed,,synthetic
2025-04-23,Round,116.4,114.66,completed,,synthetic
2025-04-23,Shank,16.78,15.23,completed,,synthetic
2025-04-23,Striploin Whole,114.31,112.19,completed,,synthetic
2025-04-23,Tenderloin,9.26,9.04,completed,,synthetic
2025-04-23,Top Sirloin Butt,53.07,53.81,completed,,synthetic
2025-04-23,Wagyu Flat Iron,21.48,21.32,completed,,synthetic
2025-04-24,6X6 Frenched,24.04,23.42,completed,,synthetic
2025-04-24,Blade Eyes,335.79,352.86,completed,,synthetic
2025-04-24,Bone-in Ribeye,39.92,41.03,completed,,synthetic
2025-04-24,Brisket,41.96,44.17,completed,,synthetic
2025-04-24,Chuck Flat,152.22,154.8,completed,,synthetic
2025-04-24,Chuck Primal,290.73,288.84,completed,,synthetic
2025-04-24,Flank,33.43,34.94,completed,,synthetic
2025-04-24,Plate,25.47,24.4,completed,,synthetic
2025-04-24,Pork Belly,198.13,202.81,completed,,synthetic
2025-04-24,Pork Loin,125.87,128.16,completed,,synthetic
2025-04-24,Pork Shoulder,49.53,50.57,completed,,synthetic
2025-04-24,Round,116.4,117.22,completed,,synthetic
2025-04-24,Shank,16.78,16.62,completed,,synthetic
2025-04-24,Striploin Whole,114.31,108.33,completed,,synthetic
2025-04-24,Tenderloin,9.26,9.15,completed,,synthetic
2025-04-24,Top Sirloin Butt,53.07,51.27,completed,,synthetic
2025-04-24,Wagyu Flat Iron,21.48,20.65,completed,,synthetic
2025-04-25,6X6 Frenched,30.05,29.71,completed,,synthetic
2025-04-25,Blade Eyes,425.29,436.43,completed,,synthetic
2025-04-25,Bone-in Ribeye,53.23,54.48,completed,,synthetic
2025-04-25,Brisket,57.69,56.76,completed,,synthetic
2025-04-25,Chuck Flat,179.4,183.7,completed,,synthetic
2025-04-25,Chuck Primal,358.57,348.68,completed,,synthetic
2025-04-25,Flank,44.58,41.93,completed,,synthetic
2025-04-25,Plate,35.66,36.43,completed,,synthetic
2025-04-25,Pork Belly,247.66,245.31,completed,,synthetic
2025-04-25,Pork Loin,157.34,152.73,completed,,synthetic
2025-04-25,Pork Shoulder,69.35,69.27,completed,,synthetic
2025-04-25,Round,137.45,132.89,completed,,synthetic
2025-04-25,Shank,24.13,24.47,completed,,synthetic
2025-04-25,Striploin Whole,142.88,146.6,completed,,synthetic
2025-04-25,Tenderloin,15.05,14.99,completed,,synthetic
2025-04-25,Top Sirloin Butt,74.3,74.12,completed,,synthetic
2025-04-25,Wagyu Flat Iron,30.08,30.99,completed,,synthetic
2025-04-26,6X6 Frenched,36.06,34.4,completed,,synthetic
2025-04-26,Blade Eyes,514.78,256.79,partial,labor_short,synthetic
2025-04-26,Bone-in Ribeye,66.54,68.06,completed,,synthetic
2025-04-26,Brisket,73.42,71.38,completed,,synthetic
2025-04-26,Chuck Flat,206.59,208.58,completed,,synthetic
2025-04-26,Chuck Primal,426.41,431.97,completed,,synthetic
2025-04-26,Flank,55.72,56.93,completed,,synthetic
2025-04-26,Plate,45.85,45.67,completed,,synthetic
