po_id,source_primal,order_date,expected_arrival,quantity_kg,status,supplier,actual_arrival,received_kg,data_source
PO-20251021-00451,Bone-in Ribeye,2025-10-19,2025-10-21,72.0,delivered,Northlake Beef Co.,2025-10-21,72.0,synthetic
PO-20251023-00452,Bone-in Ribeye,2025-10-21,2025-10-23,9.0,delivered,Northlake Beef Co.,2025-10-23,9.0,synthetic
PO-20251025-00453,Bone-in Ribeye,2025-10-23,2025-10-25,66.0,delivered,Northlake Beef Co.,2025-10-25,66.0,synthetic
PO-20251027-00454,Bone-in Ribeye,2025-10-23,2025-10-25,48.0,delivered,Northlake Beef Co.,2025-10-27,48.0,synthetic
PO-20251029-00455,Bone-in Ribeye,2025-10-27,2025-10-29,12.0,delivered,Northlake Beef Co.,2025-10-29,12.0,synthetic
PO-20251101-00456,Bone-in Ribeye,2025-10-27,2025-10-29,3.0,delivered,Northlake Beef Co.,2025-11-01,3.0,synthetic
PO-20251103-00457,Bone-in Ribeye,2025-11-01,2025-11-03,92.11,short_shipped,Northlake Beef Co.,2025-11-03,84.0,synthetic
PO-20251104-00458,Bone-in Ribeye,2025-11-02,2025-11-04,6.0,delivered,Northlake Beef Co.,2025-11-04,6.0,synthetic
PO-20251105-00459,Bone-in Ribeye,2025-11-03,2025-11-05,63.0,delivered,Northlake Beef Co.,2025-11-05,63.0,synthetic
PO-20251107-00460,Bone-in Ribeye,2025-11-05,2025-11-07,36.0,delivered,Northlake Beef Co.,2025-11-07,36.0,synthetic
PO-20251110-00461,Bone-in Ribeye,2025-11-05,2025-11-07,21.0,delivered,Northlake Beef Co.,2025-11-10,21.0,synthetic
PO-20251113-00462,Bone-in Ribeye,2025-11-11,2025-11-13,3.0,delivered,Northlake Beef Co.,2025-11-13,3.0,synthetic
PO-20251118-00463,Bone-in Ribeye,2025-11-16,2025-11-18,297.0,delivered,Northlake Beef Co.,2025-11-18,297.0,synthetic
PO-20251124-00464,Bone-in Ribeye,2025-11-22,2025-11-24,78.0,delivered,Northlake Beef Co.,2025-11-24,78.0,synthetic
PO-20251125-00465,Bone-in Ribeye,2025-11-23,2025-11-25,9.0,delivered,Northlake Beef Co.,2025-11-25,9.0,synthetic
PO-20251128-00466,Bone-in Ribeye,2025-11-26,2025-11-28,3.0,delivered,Northlake Beef Co.,2025-11-28,3.0,synthetic
PO-20251129-00467,Bone-in Ribeye,2025-11-27,2025-11-29,15.0,delivered,Northlake Beef Co.,2025-11-29,15.0,synthetic
PO-20251201-00468,Bone-in Ribeye,2025-11-29,2025-12-01,81.0,delivered,Northlake Beef Co.,2025-12-01,81.0,synthetic
PO-20251204-00469,Bone-in Ribeye,2025-12-02,2025-12-04,15.0,delivered,Northlake Beef Co.,2025-12-04,15.0,synthetic
PO-20251205-00470,Bone-in Ribeye,2025-12-03,2025-12-05,21.0,delivered,Northlake Beef Co.,2025-12-05,21.0,synthetic
PO-20251206-00471,Bone-in Ribeye,2025-12-04,2025-12-06,3.0,delivered,Northlake Beef Co.,2025-12-06,3.0,synthetic
PO-20251208-00472,Bone-in Ribeye,2025-12-06,2025-12-08,90.0,delivered,Northlake Beef Co.,2025-12-08,90.0,synthetic
PO-20251210-00473,Bone-in Ribeye,2025-12-08,2025-12-10,18.0,delivered,Northlake Beef Co.,2025-12-10,18.0,synthetic
PO-20251211-00474,Bone-in Ribeye,2025-12-09,2025-12-11,27.0,delivered,Northlake Beef Co.,2025-12-11,27.0,synthetic
PO-20251213-00475,Bone-in Ribeye,2025-12-11,2025-12-13,48.0,delivered,Northlake Beef Co.,2025-12-13,48.0,synthetic
PO-20251217-00476,Bone-in Ribeye,2025-12-15,2025-12-17,18.0,delivered,Northlake Beef Co.,2025-12-17,18.0,synthetic
PO-20251218-00477,Bone-in Ribeye,2025-12-15,2025-12-17,69.0,delivered,Northlake Beef Co.,2025-12-18,69.0,synthetic
PO-20251222-00478,Bone-in Ribeye,2025-12-20,2025-12-22,111.0,delivered,Northlake Beef Co.,2025-12-22,111.0,synthetic
PO-20251223-00479,Bone-in Ribeye,2025-12-21,2025-12-23,48.0,delivered,Northlake Beef Co.,2025-12-23,48.0,synthetic
PO-20251229-00480,Bone-in Ribeye,2025-12-27,2025-12-29,66.0,delivered,Northlake Beef Co.,2025-12-29,66.0,synthetic
PO-20251230-00481,Bone-in Ribeye,2025-12-28,2025-12-30,90.0,delivered,Northlake Beef Co.,2025-12-30,90.0,synthetic
PO-20250106-00482,Brisket,2025-01-04,2025-01-06,120.0,delivered,Northlake Beef Co.,2025-01-06,120.0,synthetic
PO-20250107-00483,Brisket,2025-01-05,2025-01-07,112.0,delivered,Northlake Beef Co.,2025-01-07,112.0,synthetic
PO-20250109-00484,Brisket,2025-01-07,2025-01-09,20.0,delivered,Northlake Beef Co.,2025-01-09,20.0,synthetic
PO-20250111-00485,Brisket,2025-01-09,2025-01-11,4.0,delivered,Northlake Beef Co.,2025-01-11,4.0,synthetic
PO-20250113-00486,Brisket,2025-01-11,2025-01-13,28.0,delivered,Northlake Beef Co.,2025-01-13,28.0,synthetic
PO-20250114-00487,Brisket,2025-01-12,2025-01-14,76.0,delivered,Northlake Beef Co.,2025-01-14,76.0,synthetic
PO-20250117-00488,Brisket,2025-01-15,2025-01-17,48.0,delivered,Northlake Beef Co.,2025-01-17,48.0,synthetic
PO-20250118-00489,Brisket,2025-01-16,2025-01-18,8.0,delivered,Northlake Beef Co.,2025-01-18,8.0,synthetic
PO-20250120-00490,Brisket,2025-01-16,2025-01-18,52.0,delivered,Northlake Beef Co.,2025-01-20,52.0,synthetic
PO-20250123-00491,Brisket,2025-01-21,2025-01-23,72.0,delivered,Northlake Beef Co.,2025-01-23,72.0,synthetic
PO-20250128-00492,Brisket,2025-01-26,2025-01-28,88.0,delivered,Northlake Beef Co.,2025-01-28,88.0,synthetic
PO-20250129-00493,Brisket,2025-01-27,2025-01-29,144.0,delivered,Northlake Beef Co.,2025-01-29,144.0,synthetic
PO-20250201-00494,Brisket,2025-01-30,2025-02-01,8.0,delivered,Northlake Beef Co.,2025-02-01,8.0,synthetic
PO-20250203-00495,Brisket,2025-02-01,2025-02-03,100.0,delivered,Northlake Beef Co.,2025-02-03,100.0,synthetic
PO-20250204-00496,Brisket,2025-02-02,2025-02-04,4.0,delivered,Northlake Beef Co.,2025-02-04,4.0,synthetic
PO-20250207-00497,Brisket,2025-02-05,2025-02-07,52.0,delivered,Northlake Beef Co.,2025-02-07,52.0,synthetic
PO-20250208-00498,Brisket,2025-02-06,2025-02-08,36.0,delivered,Northlake Beef Co.,2025-02-08,36.0,synthetic
PO-20250210-00499,Brisket,2025-02-07,2025-02-09,24.0,delivered,Northlake Beef Co.,2025-02-10,24.0,synthetic
PO-20250212-00500,Brisket,2025-02-08,2025-02-10,52.0,delivered,Northlake Beef Co.,2025-02-12,52.0,synthetic
PO-20250213-00501,Brisket,2025-02-11,2025-02-13,12.0,delivered,Northlake Beef Co.,2025-02-13,12.0,synthetic
PO-20250218-00502,Brisket,2025-02-16,2025-02-18,148.0,delivered,Northlake Beef Co.,2025-02-18,148.0,synthetic
PO-20250220-00503,Brisket,2025-02-18,2025-02-20,33.52,short_shipped,Northlake Beef Co.,2025-02-20,24.0,synthetic
PO-20250221-00504,Brisket,2025-02-19,2025-02-21,32.0,delivered,Northlake Beef Co.,2025-02-21,32.0,synthetic
PO-20250224-00505,Brisket,2025-02-19,2025-02-21,96.0,delivered,Northlake Beef Co.,2025-02-24,96.0,synthetic
PO-20250227-00506,Brisket,2025-02-25,2025-02-27,64.0,delivered,Northlake Beef Co.,2025-02-27,64.0,synthetic
PO-20250301-00507,Brisket,2025-02-27,2025-03-01,12.0,delivered,Northlake Beef Co.,2025-03-01,12.0,synthetic
PO-20250304-00508,Brisket,2025-03-02,2025-03-04,92.0,delivered,Northlake Beef Co.,2025-03-04,92.0,synthetic
PO-20250305-00509,Brisket,2025-03-03,2025-03-05,20.0,delivered,Northlake Beef Co.,2025-03-05,20.0,synthetic
PO-20250306-00510,Brisket,2025-03-04,2025-03-06,40.0,delivered,Northlake Beef Co.,2025-03-06,40.0,synthetic
PO-20250310-00511,Brisket,2025-03-08,2025-03-10,68.0,delivered,Northlake Beef Co.,2025-03-10,68.0,synthetic
PO-20250313-00512,Brisket,2025-03-11,2025-03-13,48.0,delivered,Northlake Beef Co.,2025-03-13,48.0,synthetic
PO-20250318-00513,Brisket,2025-03-16,2025-03-18,276.0,delivered,Northlake Beef Co.,2025-03-18,276.0,synthetic
PO-20250320-00514,Brisket,2025-03-18,2025-03-20,8.0,delivered,Northlake Beef Co.,2025-03-20,8.0,synthetic
PO-20250322-00515,Brisket,2025-03-19,2025-03-21,28.0,delivered,Northlake Beef Co.,2025-03-22,28.0,synthetic
PO-20250325-00516,Brisket,2025-03-22,2025-03-24,60.81,short_shipped,Northlake Beef Co.,2025-03-25,52.0,synthetic
PO-20250327-00517,Brisket,2025-03-25,2025-03-27,56.0,delivered,Northlake Beef Co.,2025-03-27,56.0,synthetic
PO-20250328-00518,Brisket,2025-03-26,2025-03-28,24.0,delivered,Northlake Beef Co.,2025-03-28,24.0,synthetic
PO-20250329-00519,Brisket,2025-03-27,2025-03-29,8.0,delivered,Northlake Beef Co.,2025-03-29,8.0,synthetic
PO-20250331-00520,Brisket,2025-03-29,2025-03-31,72.0,delivered,Northlake Beef Co.,2025-03-31,72.0,synthetic
PO-20250404-00521,Brisket,2025-04-02,2025-04-04,100.0,delivered,Northlake Beef Co.,2025-04-04,100.0,synthetic
PO-20250409-00522,Brisket,2025-04-07,2025-04-09,144.0,delivered,Northlake Beef Co.,2025-04-09,144.0,synthetic
PO-20250410-00523,Brisket,2025-04-08,2025-04-10,36.0,delivered,Northlake Beef Co.,2025-04-10,36.0,synthetic
PO-20250416-00524,Brisket,2025-04-14,2025-04-16,184.0,delivered,Northlake Beef Co.,2025-04-16,184.0,synthetic
PO-20250417-00525,Brisket,2025-04-15,2025-04-17,28.0,delivered,Northlake Beef Co.,2025-04-17,28.0,synthetic
PO-20250421-00526,Brisket,2025-04-19,2025-04-21,84.0,delivered,Northlake Beef Co.,2025-04-21,84.0,synthetic
PO-20250422-00527,Brisket,2025-04-20,2025-04-22,140.0,delivered,Northlake Beef Co.,2025-04-22,140.0,synthetic
PO-20250428-00528,Brisket,2025-04-26,2025-04-28,144.0,delivered,Northlake Beef Co.,2025-04-28,144.0,synthetic
PO-20250430-00529,Brisket,2025-04-28,2025-04-30,12.0,delivered,Northlake Beef Co.,2025-04-30,12.0,synthetic
PO-20250501-00530,Brisket,2025-04-29,2025-05-01,52.0,delivered,Northlake Beef Co.,2025-05-01,52.0,synthetic
PO-20250505-00531,Brisket,2025-05-03,2025-05-05,92.0,delivered,Northlake Beef Co.,2025-05-05,92.0,synthetic
PO-20250506-00532,Brisket,2025-05-02,2025-05-04,88.0,delivered,Northlake Beef Co.,2025-05-06,88.0,synthetic
PO-20250509-00533,Brisket,2025-05-07,2025-05-09,20.0,delivered,Northlake Beef Co.,2025-05-09,20.0,synthetic
PO-20250512-00534,Brisket,2025-05-10,2025-05-12,100.0,delivered,Northlake Beef Co.,2025-05-12,100.0,synthetic
PO-20250514-00535,Brisket,2025-05-12,2025-05-14,20.0,delivered,Northlake Beef Co.,2025-05-14,20.0,synthetic
PO-20250520-00536,Brisket,2025-05-18,2025-05-20,208.0,delivered,Northlake Beef Co.,2025-05-20,208.0,synthetic
PO-20250523-00537,Brisket,2025-05-21,2025-05-23,36.0,delivered,Northlake Beef Co.,2025-05-23,36.0,synthetic
PO-20250526-00538,Brisket,2025-05-24,2025-05-26,140.0,delivered,Northlake Beef Co.,2025-05-26,140.0,synthetic
PO-20250529-00539,Brisket,2025-05-27,2025-05-29,24.0,delivered,Northlake Beef Co.,2025-05-29,24.0,synthetic
PO-20250531-00540,Brisket,2025-05-29,2025-05-31,36.0,delivered,Northlake Beef Co.,2025-05-31,36.0,synthetic
PO-20250602-00541,Brisket,2025-05-29,2025-05-31,172.0,delivered,Northlake Beef Co.,2025-06-02,172.0,synthetic
PO-20250607-00542,Brisket,2025-06-05,2025-06-07,4.0,delivered,Northlake Beef Co.,2025-06-07,4.0,synthetic
PO-20250612-00543,Brisket,2025-06-10,2025-06-12,244.0,delivered,Northlake Beef Co.,2025-06-12,244.0,synthetic
PO-20250613-00544,Brisket,2025-06-11,2025-06-13,68.0,delivered,Northlake Beef Co.,2025-06-13,68.0,synthetic
PO-20250614-00545,Brisket,2025-06-12,2025-06-14,32.0,delivered,Northlake Beef Co.,2025-06-14,32.0,synthetic
PO-20250616-00546,Brisket,2025-06-14,2025-06-16,80.0,delivered,Northlake Beef Co.,2025-06-16,80.0,synthetic
PO-20250618-00547,Brisket,2025-06-16,2025-06-18,76.0,delivered,Northlake Beef Co.,2025-06-18,76.0,synthetic
PO-20250623-00548,Brisket,2025-06-21,2025-06-23,127.56,short_shipped,Northlake Beef Co.,2025-06-23,112.0,synthetic
PO-20250626-00549,Brisket,2025-06-24,2025-06-26,112.0,delivered,Northlake Beef Co.,2025-06-26,112.0,synthetic
PO-20250630-00550,Brisket,2025-06-28,2025-06-30,124.0,delivered,Northlake Beef Co.,2025-06-30,124.0,synthetic
PO-20250702-00551,Brisket,2025-06-30,2025-07-02,52.0,delivered,Northlake Beef Co.,2025-07-02,52.0,synthetic
PO-20250703-00552,Brisket,2025-06-30,2025-07-02,4.94,short_shipped,Northlake Beef Co.,2025-07-03,4.0,synthetic
PO-20250704-00553,Brisket,2025-07-02,2025-07-04,8.0,delivered,Northlake Beef Co.,2025-07-04,8.0,synthetic
PO-20250707-00554,Brisket,2025-07-05,2025-07-07,20.0,delivered,Northlake Beef Co.,2025-07-07,20.0,synthetic
PO-20250708-00555,Brisket,2025-07-06,2025-07-08,80.0,delivered,Northlake Beef Co.,2025-07-08,80.0,synthetic
PO-20250712-00556,Brisket,2025-07-10,2025-07-12,60.0,delivered,Northlake Beef Co.,2025-07-12,60.0,synthetic
PO-20250714-00557,Brisket,2025-07-12,2025-07-14,172.0,delivered,Northlake Beef Co.,2025-07-14,172.0,synthetic
PO-20250715-00558,Brisket,2025-07-13,2025-07-15,56.0,delivered,Northlake Beef Co.,2025-07-15,56.0,synthetic
PO-20250717-00559,Brisket,2025-07-15,2025-07-17,100.0,delivered,Northlake Beef Co.,2025-07-17,100.0,synthetic
PO-20250719-00560,Brisket,2025-07-17,2025-07-19,12.0,delivered,Northlake Beef Co.,2025-07-19,12.0,synthetic
PO-20250725-00561,Brisket,2025-07-23,2025-07-25,280.0,delivered,Northlake Beef Co.,2025-07-25,280.0,synthetic
PO-20250728-00562,Brisket,2025-07-26,2025-07-28,104.0,delivered,Northlake Beef Co.,2025-07-28,104.0,synthetic
PO-20250729-00563,Brisket,2025-07-24,2025-07-26,56.0,delivered,Northlake Beef Co.,2025-07-29,56.0,synthetic
PO-20250802-00564,Brisket,2025-07-31,2025-08-02,76.0,delivered,Northlake Beef Co.,2025-08-02,76.0,synthetic
PO-20250808-00565,Brisket,2025-08-06,2025-08-08,376.0,delivered,Northlake Beef Co.,2025-08-08,376.0,synthetic
PO-20250809-00566,Brisket,2025-08-07,2025-08-09,88.0,delivered,Northlake Beef Co.,2025-08-09,88.0,synthetic
PO-20250811-00567,Brisket,2025-08-09,2025-08-11,32.0,delivered,Northlake Beef Co.,2025-08-11,32.0,synthetic
PO-20250814-00568,Brisket,2025-08-12,2025-08-14,36.0,delivered,Northlake Beef Co.,2025-08-14,36.0,synthetic
PO-20250816-00569,Brisket,2025-08-14,2025-08-16,12.0,delivered,Northlake Beef Co.,2025-08-16,12.0,synthetic
PO-20250818-00570,Brisket,2025-08-16,2025-08-18,128.0,delivered,Northlake Beef Co.,2025-08-18,128.0,synthetic
PO-20250819-00571,Brisket,2025-08-17,2025-08-19,72.0,delivered,Northlake Beef Co.,2025-08-19,72.0,synthetic
PO-20250821-00572,Brisket,2025-08-19,2025-08-21,63.22,short_shipped,Northlake Beef Co.,2025-08-21,48.0,synthetic
PO-20250825-00573,Brisket,2025-08-23,2025-08-25,112.0,delivered,Northlake Beef Co.,2025-08-25,112.0,synthetic
PO-20250826-00574,Brisket,2025-08-24,2025-08-26,56.0,delivered,Northlake Beef Co.,2025-08-26,56.0,synthetic
PO-20250902-00575,Brisket,2025-08-31,2025-09-02,144.0,delivered,Northlake Beef Co.,2025-09-02,144.0,synthetic
PO-20250903-00576,Brisket,2025-09-01,2025-09-03,108.0,delivered,Northlake Beef Co.,2025-09-03,108.0,synthetic
PO-20250908-00577,Brisket,2025-09-06,2025-09-08,44.0,delivered,Northlake Beef Co.,2025-09-08,44.0,synthetic
PO-20250909-00578,Brisket,2025-09-07,2025-09-09,92.0,delivered,Northlake Beef Co.,2025-09-09,92.0,synthetic
PO-20250912-00579,Brisket,2025-09-10,2025-09-12,80.0,delivered,Northlake Beef Co.,2025-09-12,80.0,synthetic
PO-20250917-00580,Brisket,2025-09-15,2025-09-17,84.0,delivered,Northlake Beef Co.,2025-09-17,84.0,synthetic
PO-20250919-00581,Brisket,2025-09-17,2025-09-19,40.0,delivered,Northlake Beef Co.,2025-09-19,40.0,synthetic
PO-20250920-00582,Brisket,2025-09-18,2025-09-20,32.0,delivered,Northlake Beef Co.,2025-09-20,32.0,synthetic
PO-20250923-00583,Brisket,2025-09-21,2025-09-23,40.0,delivered,Northlake Beef Co.,2025-09-23,40.0,synthetic
PO-20250926-00584,Brisket,2025-09-24,2025-09-26,64.0,delivered,Northlake Beef Co.,2025-09-26,64.0,synthetic
PO-20250929-00585,Brisket,2025-09-27,2025-09-29,80.0,delivered,Northlake Beef Co.,2025-09-29,80.0,synthetic
PO-20250930-00586,Brisket,2025-09-28,2025-09-30,36.0,delivered,Northlake Beef Co.,2025-09-30,36.0,synthetic
PO-20251004-00587,Brisket,2025-10-02,2025-10-04,60.0,delivered,Northlake Beef Co.,2025-10-04,60.0,synthetic
PO-20251006-00588,Brisket,2025-10-04,2025-10-06,208.0,delivered,Northlake Beef Co.,2025-10-06,208.0,synthetic
PO-20251011-00589,Brisket,2025-10-09,2025-10-11,76.0,delivered,Northlake Beef Co.,2025-10-11,76.0,synthetic
PO-20251014-00590,Brisket,2025-10-12,2025-10-14,24.0,delivered,Northlake Beef Co.,2025-10-14,24.0,synthetic
PO-20251015-00591,Brisket,2025-10-13,2025-10-15,96.0,delivered,Northlake Beef Co.,2025-10-15,96.0,synthetic
PO-20251020-00592,Brisket,2025-10-18,2025-10-20,80.0,delivered,Northlake Beef Co.,2025-10-20,80.0,synthetic
PO-20251021-00593,Brisket,2025-10-19,2025-10-21,4.0,delivered,Northlake Beef Co.,2025-10-21,4.0,synthetic
PO-20251022-00594,Brisket,2025-10-20,2025-10-22,44.0,delivered,Northlake Beef Co.,2025-10-22,44.0,synthetic
PO-20251023-00595,Brisket,2025-10-21,2025-10-23,16.0,delivered,Northlake Beef Co.,2025-10-23,16.0,synthetic
PO-20251025-00596,Brisket,2025-10-23,2025-10-25,52.0,delivered,Northlake Beef Co.,2025-10-25,52.0,synthetic
PO-20251027-00597,Brisket,2025-10-25,2025-10-27,68.0,delivered,Northlake Beef Co.,2025-10-27,68.0,synthetic
PO-20251030-00598,Brisket,2025-10-28,2025-10-30,44.0,delivered,Northlake Beef Co.,2025-10-30,44.0,synthetic
PO-20251101-00599,Brisket,2025-10-30,2025-11-01,32.0,delivered,Northlake Beef Co.,2025-11-01,32.0,synthetic
PO-20251103-00600,Brisket,2025-11-01,2025-11-03,84.0,delivered,Northlake Beef Co.,2025-11-03,84.0,synthetic
PO-20251104-00601,Brisket,2025-11-02,2025-11-04,4.0,delivered,Northlake Beef Co.,2025-11-04,4.0,synthetic
PO-20251107-00602,Brisket,2025-11-05,2025-11-07,40.0,delivered,Northlake Beef Co.,2025-11-07,40.0,synthetic
PO-20251112-00603,Brisket,2025-11-10,2025-11-12,320.0,delivered,Northlake Beef Co.,2025-11-12,320.0,synthetic
PO-20251117-00604,Brisket,2025-11-15,2025-11-17,164.0,delivered,Northlake Beef Co.,2025-11-17,164.0,synthetic
PO-20251120-00605,Brisket,2025-11-18,2025-11-20,80.0,delivered,Northlake Beef Co.,2025-11-20,80.0,synthetic
PO-20251122-00606,Brisket,2025-11-20,2025-11-22,16.0,delivered,Northlake Beef Co.,2025-11-22,16.0,synthetic
PO-20251129-00607,Brisket,2025-11-27,2025-11-29,260.0,delivered,Northlake Beef Co.,2025-11-29,260.0,synthetic
PO-20251201-00608,Brisket,2025-11-29,2025-12-01,16.0,delivered,Northlake Beef Co.,2025-12-01,16.0,synthetic
PO-20251205-00609,Brisket,2025-12-03,2025-12-05,60.0,delivered,Northlake Beef Co.,2025-12-05,60.0,synthetic
PO-20251206-00610,Brisket,2025-12-04,2025-12-06,119.12,short_shipped,Northlake Beef Co.,2025-12-06,84.0,synthetic
PO-20251209-00611,Brisket,2025-12-07,2025-12-09,88.0,delivered,Northlake Beef Co.,2025-12-09,88.0,synthetic
PO-20251211-00612,Brisket,2025-12-09,2025-12-11,28.0,delivered,Northlake Beef Co.,2025-12-11,28.0,synthetic
PO-20251215-00613,Brisket,2025-12-13,2025-12-15,52.0,delivered,Northlake Beef Co.,2025-12-15,52.0,synthetic
PO-20251216-00614,Brisket,2025-12-14,2025-12-16,28.0,delivered,Northlake Beef Co.,2025-12-16,28.0,synthetic
PO-20251217-00615,Brisket,2025-12-15,2025-12-17,24.0,delivered,Northlake Beef Co.,2025-12-17,24.0,synthetic
PO-20251218-00616,Brisket,2025-12-16,2025-12-18,16.0,delivered,Northlake Beef Co.,2025-12-18,16.0,synthetic
PO-20251220-00617,Brisket,2025-12-18,2025-12-20,32.0,delivered,Northlake Beef Co.,2025-12-20,32.0,synthetic
PO-20251222-00618,Brisket,2025-12-20,2025-12-22,112.0,delivered,Northlake Beef Co.,2025-12-22,112.0,synthetic
PO-20251223-00619,Brisket,2025-12-21,2025-12-23,20.0,delivered,Northlake Beef Co.,2025-12-23,20.0,synthetic
PO-20251229-00620,Brisket,2025-12-27,2025-12-29,40.0,delivered,Northlake Beef Co.,2025-12-29,40.0,synthetic
PO-20251230-00621,Brisket,2025-12-25,2025-12-27,52.0,delivered,Northlake Beef Co.,2025-12-30,52.0,synthetic
PO-20251231-00622,Brisket,2025-12-29,2025-12-31,44.0,delivered,Northlake Beef Co.,2025-12-31,44.0,synthetic
PO-20250103-00623,Chuck Flat,2025-01-01,2025-01-03,66.5,delivered,Northlake Beef Co.,2025-01-03,66.5,synthetic
PO-20250106-00624,Chuck Flat,2025-01-04,2025-01-06,154.0,delivered,Northlake Beef Co.,2025-01-06,154.0,synthetic
PO-20250110-00625,Chuck Flat,2025-01-08,2025-01-10,308.0,delivered,Northlake Beef Co.,2025-01-10,308.0,synthetic
PO-20250111-00626,Chuck Flat,2025-01-09,2025-01-11,49.0,delivered,Northlake Beef Co.,2025-01-11,49.0,synthetic
PO-20250113-00627,Chuck Flat,2025-01-11,2025-01-13,171.5,delivered,Northlake Beef Co.,2025-01-13,171.5,synthetic
PO-20250114-00628,Chuck Flat,2025-01-12,2025-01-14,150.5,delivered,Northlake Beef Co.,2025-01-14,150.5,synthetic
PO-20250117-00629,Chuck Flat,2025-01-15,2025-01-17,112.0,delivered,Northlake Beef Co.,2025-01-17,112.0,synthetic
PO-20250118-00630,Chuck Flat,2025-01-16,2025-01-18,17.5,delivered,Northlake Beef Co.,2025-01-18,17.5,synthetic
PO-20250120-00631,Chuck Flat,2025-01-18,2025-01-20,77.0,delivered,Northlake Beef Co.,2025-01-20,77.0,synthetic
PO-20250121-00632,Chuck Flat,2025-01-19,2025-01-21,10.5,delivered,Northlake Beef Co.,2025-01-21,10.5,synthetic
PO-20250122-00633,Chuck Flat,2025-01-20,2025-01-22,105.0,delivered,Northlake Beef Co.,2025-01-22,105.0,synthetic
PO-20250124-00634,Chuck Flat,2025-01-22,2025-01-24,31.94,short_shipped,Northlake Beef Co.,2025-01-24,28.0,synthetic
PO-20250125-00635,Chuck Flat,2025-01-23,2025-01-25,24.5,delivered,Northlake Beef Co.,2025-01-25,24.5,synthetic
PO-20250127-00636,Chuck Flat,2025-01-25,2025-01-27,73.5,delivered,Northlake Beef Co.,2025-01-27,73.5,synthetic
PO-20250128-00637,Chuck Flat,2025-01-26,2025-01-28,133.0,delivered,Northlake Beef Co.,2025-01-28,133.0,synthetic
PO-20250130-00638,Chuck Flat,2025-01-28,2025-01-30,73.5,delivered,Northlake Beef Co.,2025-01-30,73.5,synthetic
PO-20250203-00639,Chuck Flat,2025-02-01,2025-02-03,308.0,delivered,Northlake Beef Co.,2025-02-03,308.0,synthetic
PO-20250204-00640,Chuck Flat,2025-02-02,2025-02-04,17.5,delivered,Northlake Beef Co.,2025-02-04,17.5,synthetic
PO-20250207-00641,Chuck Flat,2025-02-05,2025-02-07,45.5,delivered,Northlake Beef Co.,2025-02-07,45.5,synthetic
PO-20250208-00642,Chuck Flat,2025-02-06,2025-02-08,45.5,delivered,Northlake Beef Co.,2025-02-08,45.5,synthetic
PO-20250210-00643,Chuck Flat,2025-02-08,2025-02-10,84.0,delivered,Northlake Beef Co.,2025-02-10,84.0,synthetic
PO-20250211-00644,Chuck Flat,2025-02-09,2025-02-11,73.5,delivered,Northlake Beef Co.,2025-02-11,73.5,synthetic
PO-20250212-00645,Chuck Flat,2025-02-10,2025-02-12,84.0,delivered,Northlake Beef Co.,2025-02-12,84.0,synthetic
PO-20250214-00646,Chuck Flat,2025-02-10,2025-02-12,59.5,delivered,Northlake Beef Co.,2025-02-14,59.5,synthetic
PO-20250218-00647,Chuck Flat,2025-02-16,2025-02-18,392.0,delivered,Northlake Beef Co.,2025-02-18,392.0,synthetic
PO-20250224-00648,Chuck Flat,2025-02-22,2025-02-24,689.5,delivered,Northlake Beef Co.,2025-02-24,689.5,synthetic
PO-20250225-00649,Chuck Flat,2025-02-23,2025-02-25,87.5,delivered,Northlake Beef Co.,2025-02-25,87.5,synthetic
PO-20250303-00650,Chuck Flat,2025-03-01,2025-03-03,731.5,delivered,Northlake Beef Co.,2025-03-03,731.5,synthetic
PO-20250304-00651,Chuck Flat,2025-03-02,2025-03-04,77.0,delivered,Northlake Beef Co.,2025-03-04,77.0,synthetic
PO-20250307-00652,Chuck Flat,2025-03-05,2025-03-07,49.0,delivered,Northlake Beef Co.,2025-03-07,49.0,synthetic
PO-20250310-00653,Chuck Flat,2025-03-08,2025-03-10,66.5,delivered,Northlake Beef Co.,2025-03-10,66.5,synthetic
PO-20250311-00654,Chuck Flat,2025-03-09,2025-03-11,59.5,delivered,Northlake Beef Co.,2025-03-11,59.5,synthetic
PO-20250312-00655,Chuck Flat,2025-03-10,2025-03-12,56.0,delivered,Northlake Beef Co.,2025-03-12,56.0,synthetic
PO-20250313-00656,Chuck Flat,2025-03-11,2025-03-13,38.5,delivered,Northlake Beef Co.,2025-03-13,38.5,synthetic
PO-20250317-00657,Chuck Flat,2025-03-15,2025-03-17,241.5,delivered,Northlake Beef Co.,2025-03-17,241.5,synthetic
PO-20250318-00658,Chuck Flat,2025-03-16,2025-03-18,10.5,delivered,Northlake Beef Co.,2025-03-18,10.5,synthetic
PO-20250319-00659,Chuck Flat,2025-03-17,2025-03-19,94.5,delivered,Northlake Beef Co.,2025-03-19,94.5,synthetic
PO-20250322-00660,Chuck Flat,2025-03-20,2025-03-22,108.5,delivered,Northlake Beef Co.,2025-03-22,108.5,synthetic
PO-20250324-00661,Chuck Flat,2025-03-21,2025-03-23,150.5,delivered,Northlake Beef Co.,2025-03-24,150.5,synthetic
PO-20250325-00662,Chuck Flat,2025-03-23,2025-03-25,129.5,delivered,Northlake Beef Co.,2025-03-25,129.5,synthetic
