schedule_date,source_primal,planned_primal_kg,status,priority,notes
2025-03-10,Plate,25.47,completed,low,today + next-day buffer
2025-03-10,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-03-10,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-10,Round,116.4,completed,normal,today + next-day buffer
2025-03-10,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-10,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-10,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-03-10,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-10,Shank,16.78,completed,low,today + next-day buffer
2025-03-10,Brisket,41.96,completed,normal,today + next-day buffer
2025-03-11,Flank,33.43,completed,low,today + next-day buffer
2025-03-11,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-03-11,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-03-11,Pork Belly,198.13,completed,high,today + next-day buffer
2025-03-11,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-11,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-03-11,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-11,Plate,25.47,completed,low,today + next-day buffer
2025-03-11,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-03-11,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-11,Round,116.4,completed,normal,today + next-day buffer
2025-03-11,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-11,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-11,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-03-11,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-11,Shank,16.78,completed,low,today + next-day buffer
2025-03-11,Brisket,41.96,completed,normal,today + next-day buffer
2025-03-12,Flank,33.43,completed,low,today + next-day buffer
2025-03-12,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-03-12,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-03-12,Pork Belly,198.13,completed,high,today + next-day buffer
2025-03-12,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-12,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-03-12,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-12,Plate,25.47,completed,low,today + next-day buffer
2025-03-12,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-03-12,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-12,Round,116.4,completed,normal,today + next-day buffer
2025-03-12,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-12,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-12,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-03-12,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-12,Shank,16.78,completed,low,today + next-day buffer
2025-03-12,Brisket,41.96,completed,normal,today + next-day buffer
2025-03-13,Flank,33.43,completed,low,today + next-day buffer
2025-03-13,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-03-13,Wagyu Flat Iron,21.48,cancelled,low,today + next-day buffer
2025-03-13,Pork Belly,198.13,completed,high,today + next-day buffer
2025-03-13,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-13,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-03-13,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-13,Plate,25.47,completed,low,today + next-day buffer
2025-03-13,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-03-13,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-13,Round,116.4,completed,normal,today + next-day buffer
2025-03-13,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-13,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-13,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-03-13,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-13,Shank,16.78,partial,low,today + next-day buffer
2025-03-13,Brisket,41.96,completed,normal,today + next-day buffer
2025-03-14,Flank,44.58,partial,low,today + next-day buffer
2025-03-14,6X6 Frenched,30.05,partial,low,today + next-day buffer
2025-03-14,Wagyu Flat Iron,30.08,partial,low,today + next-day buffer
2025-03-14,Pork Belly,247.66,completed,high,today + next-day buffer
2025-03-14,Tenderloin,15.05,completed,low,today + next-day buffer
2025-03-14,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-03-14,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-03-14,Plate,35.66,completed,low,today + next-day buffer
2025-03-14,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-03-14,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-03-14,Round,137.45,completed,normal,today + next-day buffer
2025-03-14,Pork Loin,157.34,completed,high,today + next-day buffer
2025-03-14,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-03-14,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-03-14,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-03-14,Shank,24.13,partial,low,today + next-day buffer
2025-03-14,Brisket,57.69,completed,normal,today + next-day buffer
2025-03-15,Flank,55.72,completed,low,today + next-day buffer
2025-03-15,6X6 Frenched,36.06,completed,low,today + next-day buffer
2025-03-15,Wagyu Flat Iron,38.67,completed,low,today + next-day buffer
2025-03-15,Pork Belly,297.19,completed,high,today + next-day buffer
2025-03-15,Tenderloin,20.84,completed,low,today + next-day buffer
2025-03-15,Chuck Primal,426.41,completed,high,today + next-day buffer
2025-03-15,Striploin Whole,171.46,completed,normal,today + next-day buffer
2025-03-15,Plate,45.85,completed,low,today + next-day buffer
2025-03-15,Pork Shoulder,89.16,completed,normal,today + next-day buffer
2025-03-15,Chuck Flat,206.59,completed,high,today + next-day buffer
2025-03-15,Round,158.5,completed,normal,today + next-day buffer
2025-03-15,Pork Loin,188.81,completed,high,today + next-day buffer
2025-03-15,Blade Eyes,514.78,completed,high,today + next-day buffer
2025-03-15,Bone-in Ribeye,66.54,completed,normal,today + next-day buffer
2025-03-15,Top Sirloin Butt,95.53,completed,normal,today + next-day buffer
2025-03-15,Shank,31.47,completed,low,today + next-day buffer
2025-03-15,Brisket,73.42,completed,normal,today + next-day buffer
2025-03-16,Flank,44.58,completed,low,today + next-day buffer
2025-03-16,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-03-16,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-03-16,Pork Belly,247.66,completed,high,today + next-day buffer
2025-03-16,Tenderloin,15.05,completed,low,today + next-day buffer
2025-03-16,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-03-16,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-03-16,Plate,35.66,partial,low,today + next-day buffer
2025-03-16,Pork Shoulder,69.35,partial,normal,today + next-day buffer
2025-03-16,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-03-16,Round,137.45,completed,normal,today + next-day buffer
2025-03-16,Pork Loin,157.34,completed,high,today + next-day buffer
2025-03-16,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-03-16,Bone-in Ribeye,53.23,partial,normal,today + next-day buffer
2025-03-16,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-03-16,Shank,24.13,completed,low,today + next-day buffer
2025-03-16,Brisket,57.69,completed,normal,today + next-day buffer
2025-03-17,Flank,33.43,completed,low,today + next-day buffer
2025-03-17,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-03-17,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-03-17,Pork Belly,198.13,cancelled,high,today + next-day buffer
2025-03-17,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-17,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-03-17,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-17,Plate,25.47,completed,low,today + next-day buffer
2025-03-17,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-03-17,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-17,Round,116.4,cancelled,normal,today + next-day buffer
2025-03-17,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-17,Blade Eyes,335.79,partial,high,today + next-day buffer
2025-03-17,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-03-17,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-17,Shank,16.78,completed,low,today + next-day buffer
2025-03-17,Brisket,41.96,completed,normal,today + next-day buffer
2025-03-18,Flank,33.43,completed,low,today + next-day buffer
2025-03-18,6X6 Frenched,24.04,partial,low,today + next-day buffer
2025-03-18,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-03-18,Pork Belly,198.13,cancelled,high,today + next-day buffer
2025-03-18,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-18,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-03-18,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-18,Plate,25.47,completed,low,today + next-day buffer
2025-03-18,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-03-18,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-18,Round,116.4,cancelled,normal,today + next-day buffer
2025-03-18,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-18,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-18,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-03-18,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-18,Shank,16.78,completed,low,today + next-day buffer
2025-03-18,Brisket,41.96,completed,normal,today + next-day buffer
2025-03-19,Flank,33.43,completed,low,today + next-day buffer
2025-03-19,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-03-19,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-03-19,Pork Belly,198.13,partial,high,today + next-day buffer
2025-03-19,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-19,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-03-19,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-19,Plate,25.47,partial,low,today + next-day buffer
2025-03-19,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-03-19,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-19,Round,116.4,cancelled,normal,today + next-day buffer
2025-03-19,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-19,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-19,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-03-19,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-19,Shank,16.78,partial,low,today + next-day buffer
2025-03-19,Brisket,41.96,completed,normal,today + next-day buffer
2025-03-20,Flank,33.43,completed,low,today + next-day buffer
2025-03-20,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-03-20,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-03-20,Pork Belly,198.13,completed,high,today + next-day buffer
2025-03-20,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-20,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-03-20,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-20,Plate,25.47,completed,low,today + next-day buffer
2025-03-20,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-03-20,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-20,Round,116.4,completed,normal,today + next-day buffer
2025-03-20,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-20,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-20,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-03-20,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-20,Shank,16.78,completed,low,today + next-day buffer
2025-03-20,Brisket,41.96,completed,normal,today + next-day buffer
2025-03-21,Flank,44.58,completed,low,today + next-day buffer
2025-03-21,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-03-21,Wagyu Flat Iron,30.08,cancelled,low,today + next-day buffer
2025-03-21,Pork Belly,247.66,completed,high,today + next-day buffer
2025-03-21,Tenderloin,15.05,completed,low,today + next-day buffer
2025-03-21,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-03-21,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-03-21,Plate,35.66,completed,low,today + next-day buffer
2025-03-21,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-03-21,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-03-21,Round,137.45,completed,normal,today + next-day buffer
2025-03-21,Pork Loin,157.34,completed,high,today + next-day buffer
2025-03-21,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-03-21,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-03-21,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-03-21,Shank,24.13,completed,low,today + next-day buffer
2025-03-21,Brisket,57.69,completed,normal,today + next-day buffer
2025-03-22,Flank,55.72,completed,low,today + next-day buffer
2025-03-22,6X6 Frenched,36.06,completed,low,today + next-day buffer
2025-03-22,Wagyu Flat Iron,38.67,completed,low,today + next-day buffer
2025-03-22,Pork Belly,297.19,completed,high,today + next-day buffer
2025-03-22,Tenderloin,20.84,completed,low,today + next-day buffer
2025-03-22,Chuck Primal,426.41,completed,high,today + next-day buffer
2025-03-22,Striploin Whole,171.46,completed,normal,today + next-day buffer
2025-03-22,Plate,45.85,completed,low,today + next-day buffer
2025-03-22,Pork Shoulder,89.16,completed,normal,today + next-day buffer
2025-03-22,Chuck Flat,206.59,completed,high,today + next-day buffer
2025-03-22,Round,158.5,completed,normal,today + next-day buffer
2025-03-22,Pork Loin,188.81,partial,high,today + next-day buffer
2025-03-22,Blade Eyes,514.78,completed,high,today + next-day buffer
2025-03-22,Bone-in Ribeye,66.54,completed,normal,today + next-day buffer
2025-03-22,Top Sirloin Butt,95.53,completed,normal,today + next-day buffer
2025-03-22,Shank,31.47,partial,low,today + next-day buffer
2025-03-22,Brisket,73.42,completed,normal,today + next-day buffer
2025-03-23,Flank,44.58,completed,low,today + next-day buffer
2025-03-23,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-03-23,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-03-23,Pork Belly,247.66,completed,high,today + next-day buffer
2025-03-23,Tenderloin,15.05,completed,low,today + next-day buffer
2025-03-23,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-03-23,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-03-23,Plate,35.66,completed,low,today + next-day buffer
2025-03-23,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-03-23,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-03-23,Round,137.45,cancelled,normal,today + next-day buffer
2025-03-23,Pork Loin,157.34,completed,high,today + next-day buffer
2025-03-23,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-03-23,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-03-23,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-03-23,Shank,24.13,completed,low,today + next-day buffer
2025-03-23,Brisket,57.69,completed,normal,today + next-day buffer
2025-03-24,Flank,33.43,completed,low,today + next-day buffer
2025-03-24,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-03-24,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-03-24,Pork Belly,198.13,completed,high,today + next-day buffer
2025-03-24,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-24,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-03-24,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-24,Plate,25.47,completed,low,today + next-day buffer
2025-03-24,Pork Shoulder,49.53,partial,normal,today + next-day buffer
2025-03-24,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-24,Round,116.4,cancelled,normal,today + next-day buffer
2025-03-24,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-24,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-24,Bone-in Ribeye,39.92,partial,normal,today + next-day buffer
2025-03-24,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-24,Shank,16.78,completed,low,today + next-day buffer
2025-03-24,Brisket,41.96,completed,normal,today + next-day buffer
2025-03-25,Flank,33.43,completed,low,today + next-day buffer
2025-03-25,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-03-25,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-03-25,Pork Belly,198.13,completed,high,today + next-day buffer
2025-03-25,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-25,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-03-25,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-25,Plate,25.47,completed,low,today + next-day buffer
2025-03-25,Pork Shoulder,49.53,partial,normal,today + next-day buffer
2025-03-25,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-25,Round,116.4,cancelled,normal,today + next-day buffer
2025-03-25,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-25,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-25,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-03-25,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-25,Shank,16.78,completed,low,today + next-day buffer
2025-03-25,Brisket,41.96,completed,normal,today + next-day buffer
2025-03-26,Flank,33.43,completed,low,today + next-day buffer
2025-03-26,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-03-26,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-03-26,Pork Belly,198.13,partial,high,today + next-day buffer
2025-03-26,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-26,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-03-26,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-26,Plate,25.47,partial,low,today + next-day buffer
2025-03-26,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-03-26,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-26,Round,116.4,partial,normal,today + next-day buffer
2025-03-26,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-26,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-26,Bone-in Ribeye,39.92,partial,normal,today + next-day buffer
2025-03-26,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-26,Shank,16.78,completed,low,today + next-day buffer
2025-03-26,Brisket,41.96,completed,normal,today + next-day buffer
2025-03-27,Flank,33.43,completed,low,today + next-day buffer
2025-03-27,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-03-27,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-03-27,Pork Belly,198.13,completed,high,today + next-day buffer
2025-03-27,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-27,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-03-27,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-27,Plate,25.47,partial,low,today + next-day buffer
2025-03-27,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-03-27,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-27,Round,116.4,completed,normal,today + next-day buffer
2025-03-27,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-27,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-27,Bone-in Ribeye,39.92,partial,normal,today + next-day buffer
2025-03-27,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-27,Shank,16.78,completed,low,today + next-day buffer
2025-03-27,Brisket,41.96,partial,normal,today + next-day buffer
2025-03-28,Flank,44.58,completed,low,today + next-day buffer
2025-03-28,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-03-28,Wagyu Flat Iron,30.08,partial,low,today + next-day buffer
2025-03-28,Pork Belly,247.66,completed,high,today + next-day buffer
2025-03-28,Tenderloin,15.05,completed,low,today + next-day buffer
2025-03-28,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-03-28,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-03-28,Plate,35.66,completed,low,today + next-day buffer
2025-03-28,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-03-28,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-03-28,Round,137.45,completed,normal,today + next-day buffer
2025-03-28,Pork Loin,157.34,completed,high,today + next-day buffer
2025-03-28,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-03-28,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-03-28,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-03-28,Shank,24.13,completed,low,today + next-day buffer
2025-03-28,Brisket,57.69,completed,normal,today + next-day buffer
2025-03-29,Flank,55.72,completed,low,today + next-day buffer
2025-03-29,6X6 Frenched,36.06,completed,low,today + next-day buffer
2025-03-29,Wagyu Flat Iron,38.67,completed,low,today + next-day buffer
2025-03-29,Pork Belly,297.19,completed,high,today + next-day buffer
2025-03-29,Tenderloin,20.84,completed,low,today + next-day buffer
2025-03-29,Chuck Primal,426.41,completed,high,today + next-day buffer
2025-03-29,Striploin Whole,171.46,completed,normal,today + next-day buffer
2025-03-29,Plate,45.85,completed,low,today + next-day buffer
2025-03-29,Pork Shoulder,89.16,partial,normal,today + next-day buffer
2025-03-29,Chuck Flat,206.59,completed,high,today + next-day buffer
2025-03-29,Round,158.5,completed,normal,today + next-day buffer
2025-03-29,Pork Loin,188.81,completed,high,today + next-day buffer
2025-03-29,Blade Eyes,514.78,completed,high,today + next-day buffer
2025-03-29,Bone-in Ribeye,66.54,completed,normal,today + next-day buffer
2025-03-29,Top Sirloin Butt,95.53,completed,normal,today + next-day buffer
2025-03-29,Shank,31.47,completed,low,today + next-day buffer
2025-03-29,Brisket,73.42,completed,normal,today + next-day buffer
2025-03-30,Flank,44.58,completed,low,today + next-day buffer
2025-03-30,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-03-30,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-03-30,Pork Belly,247.66,completed,high,today + next-day buffer
2025-03-30,Tenderloin,15.05,partial,low,today + next-day buffer
2025-03-30,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-03-30,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-03-30,Plate,35.66,completed,low,today + next-day buffer
2025-03-30,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-03-30,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-03-30,Round,137.45,completed,normal,today + next-day buffer
2025-03-30,Pork Loin,157.34,partial,high,today + next-day buffer
2025-03-30,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-03-30,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-03-30,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-03-30,Shank,24.13,completed,low,today + next-day buffer
2025-03-30,Brisket,57.69,completed,normal,today + next-day buffer
2025-03-31,Flank,33.43,completed,low,today + next-day buffer
2025-03-31,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-03-31,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-03-31,Pork Belly,198.13,completed,high,today + next-day buffer
2025-03-31,Tenderloin,9.26,completed,low,today + next-day buffer
2025-03-31,Chuck Primal,290.73,partial,high,today + next-day buffer
2025-03-31,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-03-31,Plate,25.47,completed,low,today + next-day buffer
2025-03-31,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-03-31,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-03-31,Round,116.4,completed,normal,today + next-day buffer
2025-03-31,Pork Loin,125.87,completed,high,today + next-day buffer
2025-03-31,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-03-31,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-03-31,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-03-31,Shank,16.78,completed,low,today + next-day buffer
2025-03-31,Brisket,41.96,completed,normal,today + next-day buffer
2025-04-01,Flank,33.43,cancelled,low,today + next-day buffer
2025-04-01,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-04-01,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-04-01,Pork Belly,198.13,completed,high,today + next-day buffer
2025-04-01,Tenderloin,9.26,completed,low,today + next-day buffer
2025-04-01,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-04-01,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-04-01,Plate,25.47,completed,low,today + next-day buffer
2025-04-01,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-04-01,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-04-01,Round,116.4,completed,normal,today + next-day buffer
2025-04-01,Pork Loin,125.87,completed,high,today + next-day buffer
2025-04-01,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-04-01,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-04-01,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-04-01,Shank,16.78,completed,low,today + next-day buffer
2025-04-01,Brisket,41.96,completed,normal,today + next-day buffer
2025-04-02,Flank,33.43,cancelled,low,today + next-day buffer
2025-04-02,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-04-02,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-04-02,Pork Belly,198.13,completed,high,today + next-day buffer
2025-04-02,Tenderloin,9.26,completed,low,today + next-day buffer
2025-04-02,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-04-02,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-04-02,Plate,25.47,completed,low,today + next-day buffer
2025-04-02,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-04-02,Chuck Flat,152.22,partial,high,today + next-day buffer
2025-04-02,Round,116.4,partial,normal,today + next-day buffer
2025-04-02,Pork Loin,125.87,completed,high,today + next-day buffer
2025-04-02,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-04-02,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-04-02,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-04-02,Shank,16.78,completed,low,today + next-day buffer
2025-04-02,Brisket,41.96,completed,normal,today + next-day buffer
2025-04-03,Flank,33.43,cancelled,low,today + next-day buffer
2025-04-03,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-04-03,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-04-03,Pork Belly,198.13,completed,high,today + next-day buffer
2025-04-03,Tenderloin,9.26,partial,low,today + next-day buffer
2025-04-03,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-04-03,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-04-03,Plate,25.47,completed,low,today + next-day buffer
2025-04-03,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-04-03,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-04-03,Round,116.4,completed,normal,today + next-day buffer
2025-04-03,Pork Loin,125.87,completed,high,today + next-day buffer
2025-04-03,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-04-03,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-04-03,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-04-03,Shank,16.78,completed,low,today + next-day buffer
2025-04-03,Brisket,41.96,completed,normal,today + next-day buffer
2025-04-04,Flank,44.58,completed,low,today + next-day buffer
2025-04-04,6X6 Frenched,30.05,partial,low,today + next-day buffer
2025-04-04,Wagyu Flat Iron,30.08,partial,low,today + next-day buffer
2025-04-04,Pork Belly,247.66,completed,high,today + next-day buffer
2025-04-04,Tenderloin,15.05,completed,low,today + next-day buffer
2025-04-04,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-04-04,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-04-04,Plate,35.66,completed,low,today + next-day buffer
